time_s,T10_K,T10_C,T_heater_avg_K,T_heater_avg_C,Q_in_W,Q_heater_to_air_total_W,Q_heater_to_air_conv_W,Q_heater_to_air_rad_W,Q_air_to_duct_total_W,Q_air_to_duct_conv_W,Q_air_to_duct_rad_W,Q_heater_to_support_W,OF_Q_heater_total_raw_W,OF_Q_heater_conv_raw_W,OF_Q_duct_total_raw_W,OF_Q_duct_conv_raw_W,OF_Q_support_raw_W
9.5,318.35366,45.20366,318.328166,45.178166,20.77429,0.919211051,0.593433569,0.325777482,0.682881773,0.350085694,0.332796079,0,0.919211051,0.593433569,-0.682881773,-0.350085694,0
10,319.6493,46.4993,319.620335,46.470335,20.77429,0.973525751,0.628670162,0.344855589,0.737287904,0.384663246,0.352624658,0,0.973525751,0.628670162,-0.737287904,-0.384663246,0
10.5,320.94153,47.79153,320.908968,47.758968,20.77429,1.02788225,0.663907408,0.363974842,0.78742226,0.415341181,0.372081079,0,1.02788225,0.663907408,-0.78742226,-0.415341181,0
11,322.23022,49.08022,322.194025,49.044025,20.77429,1.0833241,0.699784665,0.383539435,0.832884966,0.440560444,0.392324522,0,1.0833241,0.699784665,-0.832884966,-0.440560444,0
11.5,323.51525,50.36525,323.475475,50.325475,20.77429,1.13908991,0.73596852,0.40312139,0.877646999,0.465053768,0.412593231,0,1.13908991,0.73596852,-0.877646999,-0.465053768,0
12,324.79662,51.64662,324.753226,51.603226,20.77429,1.19678893,0.774079484,0.422709446,0.925882289,0.492926632,0.432955657,0,1.19678893,0.774079484,-0.925882289,-0.492926632,0
12.5,326.07429,52.92429,326.02716,52.87716,20.77429,1.25591505,0.813326775,0.442588275,0.977952277,0.525463506,0.452488771,0,1.25591505,0.813326775,-0.977952277,-0.525463506,0
13,327.34819,54.19819,327.297207,54.147207,20.77429,1.31603562,0.853127753,0.462907867,1.03620278,0.559825232,0.476377548,0,1.31603562,0.853127753,-1.03620278,-0.559825232,0
13.5,328.61837,55.46837,328.563365,55.413365,20.77429,1.37528528,0.892319479,0.482965801,1.08465971,0.590061809,0.494597901,0,1.37528528,0.892319479,-1.08465971,-0.590061809,0
14,329.88487,56.73487,329.825696,56.675696,20.77429,1.43347994,0.929861779,0.503618161,1.136529,0.621334996,0.515194004,0,1.43347994,0.929861779,-1.136529,-0.621334996,0
14.5,331.14774,57.99774,331.084287,57.934287,20.77429,1.49060551,0.966461671,0.524143839,1.19855251,0.660458477,0.538094033,0,1.49060551,0.966461671,-1.19855251,-0.660458477,0
15,332.40674,59.25674,332.33909,59.18909,20.77429,1.54953776,1.00480232,0.54473544,1.24331049,0.684984794,0.558325696,0,1.54953776,1.00480232,-1.24331049,-0.684984794,0
15.5,333.66165,60.51165,333.590101,60.440101,20.77429,1.60525448,1.03937418,0.5658803,1.29215926,0.713159302,0.578999958,0,1.60525448,1.03937418,-1.29215926,-0.713159302,0
16,334.91287,61.76287,334.837755,61.687755,20.77429,1.65380339,1.06694775,0.58685564,1.36144628,0.759813694,0.601632586,0,1.65380339,1.06694775,-1.36144628,-0.759813694,0
16.5,336.16042,63.01042,336.082284,62.932284,20.77429,1.70093188,1.09278543,0.60814645,1.43211278,0.80887243,0.62324035,0,1.70093188,1.09278543,-1.43211278,-0.80887243,0
17,337.40365,64.25365,337.323661,64.173661,20.77429,1.75312926,1.12331018,0.62981908,1.5025929,0.85832055,0.64427235,0,1.75312926,1.12331018,-1.5025929,-0.85832055,0
17.5,338.64353,65.49353,338.56144,65.41144,20.77429,1.80792757,1.15662083,0.65130674,1.57332908,0.906390828,0.666938252,0,1.80792757,1.15662083,-1.57332908,-0.906390828,0
18,339.88095,66.73095,339.795539,66.645539,20.77429,1.87018999,1.19693779,0.6732522,1.63304009,0.942290012,0.690750078,0,1.87018999,1.19693779,-1.63304009,-0.942290012,0
18.5,341.11478,67.96478,341.025347,67.875347,20.77429,1.93705517,1.24190611,0.69514906,1.66219301,0.952932313,0.709260697,0,1.93705517,1.24190611,-1.66219301,-0.952932313,0
19,342.34232,69.19232,342.250539,69.100539,20.77429,2.01204268,1.29465903,0.71738365,1.71783777,0.986127637,0.731710133,0,2.01204268,1.29465903,-1.71783777,-0.986127637,0
19.5,343.56761,70.41761,343.470981,70.320981,20.77429,2.08023682,1.3405355,0.73970132,1.78271278,1.02723743,0.75547535,0,2.08023682,1.3405355,-1.78271278,-1.02723743,0
20,344.79074,71.64074,344.6875,71.5375,20.77429,2.13667635,1.37456417,0.76211218,1.88484754,1.10556405,0.77928349,0,2.13667635,1.37456417,-1.88484754,-1.10556405,0
20.5,346.00361,72.85361,345.899919,72.749919,20.77429,2.2036124,1.41869182,0.78492058,1.97106771,1.16208909,0.80897862,0,2.2036124,1.41869182,-1.97106771,-1.16208909,0
21,347.21698,74.06698,347.108696,73.958696,20.77429,2.244589,1.43692831,0.80766069,1.94698359,1.12059298,0.82639061,0,2.244589,1.43692831,-1.94698359,-1.12059298,0
21.5,348.42833,75.27833,348.314273,75.164273,20.77429,2.32216523,1.49150663,0.8306586,1.96438678,1.1154726,0.84891418,0,2.32216523,1.49150663,-1.96438678,-1.1154726,0
22,349.63329,76.48329,349.514045,76.364045,20.77429,2.39165087,1.53783897,0.8538119,1.9795335,1.10482299,0.87471051,0,2.39165087,1.53783897,-1.9795335,-1.10482299,0
22.5,350.8348,77.6848,350.70995,77.55995,20.77429,2.46732761,1.5903579,0.87696971,2.13115657,1.2329203,0.89823627,0,2.46732761,1.5903579,-2.13115657,-1.2329203,0
23,352.03403,78.88403,351.902441,78.752441,20.77429,2.4814761,1.58110356,0.90037254,2.24863539,1.32486883,0.92376656,0,2.4814761,1.58110356,-2.24863539,-1.32486883,0
23.5,353.22581,80.07581,353.092387,79.942387,20.77429,2.56317563,1.63916522,0.92401041,2.27906528,1.33353147,0.94553381,0,2.56317563,1.63916522,-2.27906528,-1.33353147,0
24,354.4077,81.2577,354.276337,81.126337,20.77429,2.6390489,1.6912598,0.9477891,2.22698128,1.25949127,0.96749001,0,2.6390489,1.6912598,-2.22698128,-1.25949127,0
24.5,355.58973,82.43973,355.456079,82.306079,20.77429,2.69645996,1.72465304,0.97180692,2.30608778,1.31753497,0.98855281,0,2.69645996,1.72465304,-2.30608778,-1.31753497,0
25,356.77664,83.62664,356.632158,83.482158,20.77429,2.74456036,1.74877032,0.99579004,2.50158992,1.47625177,1.02533815,0,2.74456036,1.74877032,-2.50158992,-1.47625177,0
25.5,357.96104,84.81104,357.805984,84.655984,20.77429,2.78479334,1.76465907,1.02013427,2.50658838,1.4688481,1.03774028,0,2.78479334,1.76465907,-2.50658838,-1.4688481,0
26,359.12641,85.97641,358.973927,85.823927,20.77429,2.90369145,1.85924801,1.04444344,2.5490984,1.47210853,1.07698987,0,2.90369145,1.85924801,-2.5490984,-1.47210853,0
26.5,360.2978,87.1478,360.13706,86.98706,20.77429,2.96984332,1.90098698,1.06885634,2.61069466,1.51958404,1.09111062,0,2.96984332,1.90098698,-2.61069466,-1.51958404,0
27,361.46106,88.31106,361.294643,88.144643,20.77429,3.0384487,1.94494861,1.09350009,2.56029968,1.44184253,1.11845715,0,3.0384487,1.94494861,-2.56029968,-1.44184253,0
27.5,362.63108,89.48108,362.448328,89.298328,20.77429,3.09621758,1.97791932,1.11829826,2.67884636,1.53403656,1.1448098,0,3.09621758,1.97791932,-2.67884636,-1.53403656,0
28,363.78382,90.63382,363.599603,90.449603,20.77429,3.14613889,2.00287084,1.14326805,2.96012445,1.79309994,1.16702451,0,3.14613889,2.00287084,-2.96012445,-1.79309994,0
28.5,364.93496,91.78496,364.744564,91.594564,20.77429,3.24551821,2.07726364,1.16825457,2.91623527,1.72205899,1.19417628,0,3.24551821,2.07726364,-2.91623527,-1.72205899,0
29,366.07501,92.92501,365.886082,92.736082,20.77429,3.29931819,2.10572341,1.19359478,2.99005293,1.76532785,1.22472508,0,3.29931819,2.10572341,-2.99005293,-1.76532785,0
29.5,367.216,94.066,367.021153,93.871153,20.77429,3.39659195,2.17784293,1.21874902,3.1152181,1.87213296,1.24308514,0,3.39659195,2.17784293,-3.1152181,-1.87213296,0
30,368.34709,95.19709,368.152338,95.002338,20.77429,3.43946465,2.1951091,1.24435555,3.10352653,1.82812606,1.27540047,0,3.43946465,2.1951091,-3.10352653,-1.82812606,0
30.5,369.48874,96.33874,369.281242,96.131242,20.77429,3.48401818,2.21410374,1.26991444,3.2334964,1.93897574,1.29452066,0,3.48401818,2.21410374,-3.2334964,-1.93897574,0
31,370.61573,97.46573,370.405593,97.255593,20.77429,3.54288658,2.24712375,1.29576283,3.23038539,1.90731754,1.32306785,0,3.54288658,2.24712375,-3.23038539,-1.90731754,0
31.5,371.73967,98.58967,371.526177,98.376177,20.77429,3.61507696,2.29339867,1.32167829,3.25946625,1.90796097,1.35150528,0,3.61507696,2.29339867,-3.25946625,-1.90796097,0
32,372.85604,99.70604,372.642669,99.492669,20.77429,3.66172755,2.31399568,1.34773187,3.34978516,1.97303451,1.37675065,0,3.66172755,2.31399568,-3.34978516,-1.97303451,0
32.5,373.97051,100.82051,373.754883,100.604883,20.77429,3.74979631,2.37597258,1.37382373,3.42011779,2.01484879,1.405269,0,3.74979631,2.37597258,-3.42011779,-2.01484879,0
33,375.08245,101.93245,374.86219,101.71219,20.77429,3.81105567,2.41086595,1.40018972,3.57987598,2.15491498,1.424961,0,3.81105567,2.41086595,-3.57987598,-2.15491498,0
33.5,376.19577,103.04577,375.965076,102.815076,20.77429,3.86314539,2.43663009,1.4265153,3.67388786,2.21803826,1.4558496,0,3.86314539,2.43663009,-3.67388786,-2.21803826,0
34,377.29597,104.14597,377.065242,103.915242,20.77429,3.9315837,2.47826584,1.45331786,3.56398599,2.06874018,1.49524581,0,3.9315837,2.47826584,-3.56398599,-2.06874018,0
34.5,378.39368,105.24368,378.15999,105.00999,20.77429,4.01284224,2.53289875,1.47994349,3.70577978,2.19801867,1.50776111,0,4.01284224,2.53289875,-3.70577978,-2.19801867,0
35,379.46433,106.31433,379.249449,106.099449,20.77429,4.07564147,2.56884031,1.50680116,3.76136832,2.21787594,1.54349238,0,4.07564147,2.56884031,-3.76136832,-2.21787594,0
35.5,380.5651,107.4151,380.338679,107.188679,20.77429,4.07748424,2.5435972,1.53388704,3.80434371,2.22544716,1.57889655,0,4.07748424,2.5435972,-3.80434371,-2.22544716,0
36,381.66457,108.51457,381.420273,108.270273,20.77429,4.24499825,2.68429253,1.56070572,3.72524973,2.12330275,1.60194698,0,4.24499825,2.68429253,-3.72524973,-2.12330275,0
36.5,382.7653,109.6153,382.496042,109.346042,20.77429,4.25883222,2.67076723,1.58806499,3.96825432,2.3599943,1.60826002,0,4.25883222,2.67076723,-3.96825432,-2.3599943,0
37,383.85114,110.70114,383.571483,110.421483,20.77429,4.28537305,2.6700515,1.61532155,3.97980348,2.32916777,1.65063571,0,4.28537305,2.6700515,-3.97980348,-2.32916777,0
37.5,384.91665,111.76665,384.642779,111.492779,20.77429,4.41153097,2.76863796,1.64289301,4.01689067,2.34248508,1.67440559,0,4.41153097,2.76863796,-4.01689067,-2.34248508,0
38,385.97663,112.82663,385.706225,112.556225,20.77429,4.49546373,2.82516842,1.67029531,4.08615994,2.38108739,1.70507255,0,4.49546373,2.82516842,-4.08615994,-2.38108739,0
38.5,387.04445,113.89445,386.764933,113.614933,20.77429,4.52468115,2.8267252,1.69795595,4.29371519,2.56377768,1.72993751,0,4.52468115,2.8267252,-4.29371519,-2.56377768,0
39,388.1268,114.9768,387.821988,114.671988,20.77429,4.56825023,2.84252249,1.72572774,4.42290469,2.65312561,1.76977908,0,4.56825023,2.84252249,-4.42290469,-2.65312561,0
39.5,389.15901,116.00901,388.875658,115.725658,20.77429,4.67481179,2.92096579,1.753846,4.41179039,2.63414307,1.77764732,0,4.67481179,2.92096579,-4.41179039,-2.63414307,0
40,390.20443,117.05443,389.921196,116.771196,20.77429,4.76590133,2.98415328,1.78174805,4.34358969,2.52457057,1.81901912,0,4.76590133,2.98415328,-4.34358969,-2.52457057,0
40.5,391.24225,118.09225,390.963138,117.813138,20.77429,4.83663969,3.02681586,1.80982383,4.449975,2.60526043,1.84471457,0,4.83663969,3.02681586,-4.449975,-2.60526043,0
41,392.2783,119.1283,392.000938,118.850938,20.77429,4.81713567,2.97917631,1.83795936,4.58898018,2.71347462,1.87550556,0,4.81713567,2.97917631,-4.58898018,-2.71347462,0
41.5,393.3198,120.1698,393.040361,119.890361,20.77429,4.85482335,2.98831868,1.86650467,4.53549291,2.63439165,1.90110126,0,4.85482335,2.98831868,-4.53549291,-2.63439165,0
42,394.36696,121.21696,394.076006,120.926006,20.77429,4.88921029,2.99402288,1.89518741,4.61522602,2.68473257,1.93049345,0,4.88921029,2.99402288,-4.61522602,-2.68473257,0
42.5,395.42293,122.27293,395.104244,121.954244,20.77429,5.05493142,3.13115464,1.92377678,4.65682236,2.70264423,1.95417813,0,5.05493142,3.13115464,-4.65682236,-2.70264423,0
43,396.45873,123.30873,396.126787,122.976787,20.77429,5.11643467,3.1640527,1.95238197,4.70759193,2.71924523,1.9883467,0,5.11643467,3.1640527,-4.70759193,-2.71924523,0
43.5,397.48262,124.33262,397.144499,123.994499,20.77429,5.14334106,3.1622575,1.98108356,4.97122974,2.94996403,2.02126571,0,5.14334106,3.1622575,-4.97122974,-2.94996403,0
44,398.50768,125.35768,398.163044,125.013044,20.77429,5.16795133,3.15784092,2.01011041,4.72331197,2.67671703,2.04659494,0,5.16795133,3.15784092,-4.72331197,-2.67671703,0
44.5,399.50668,126.35668,399.176479,126.026479,20.77429,5.28009192,3.24080338,2.03928854,4.76099325,2.68238138,2.07861187,0,5.28009192,3.24080338,-4.76099325,-2.68238138,0
45,400.4986,127.3486,400.184113,127.034113,20.77429,5.33089139,3.26255054,2.06834085,4.94348908,2.83515926,2.10832982,0,5.33089139,3.26255054,-4.94348908,-2.83515926,0
45.5,401.51783,128.36783,401.187736,128.037736,20.77429,5.37798921,3.28029842,2.09769079,5.0964065,2.95263338,2.14377312,0,5.37798921,3.28029842,-5.0964065,-2.95263338,0
46,402.5405,129.3905,402.188994,129.038994,20.77429,5.4767444,3.34979253,2.12695187,5.35745714,3.18944387,2.16801327,0,5.4767444,3.34979253,-5.35745714,-3.18944387,0
46.5,403.53589,130.38589,403.178944,130.028944,20.77429,5.67172889,3.51554258,2.15618631,5.20313556,2.99581227,2.20732329,0,5.67172889,3.51554258,-5.20313556,-2.99581227,0
47,404.51859,131.36859,404.16494,131.01494,20.77429,5.67874853,3.49316716,2.18558137,5.20719572,2.9854289,2.22176682,0,5.67874853,3.49316716,-5.20719572,-2.9854289,0
47.5,405.49886,132.34886,405.146662,131.996662,20.77429,5.73679129,3.52183521,2.21495608,5.33842547,3.07289653,2.26552894,0,5.73679129,3.52183521,-5.33842547,-3.07289653,0
48,406.48225,133.33225,406.12709,132.97709,20.77429,5.74730656,3.50265262,2.24465394,5.39590769,3.11140365,2.28450404,0,5.74730656,3.50265262,-5.39590769,-3.11140365,0
48.5,407.4617,134.3117,407.102343,133.952343,20.77429,5.86630925,3.59195794,2.27435131,5.4160285,3.10088298,2.31514552,0,5.86630925,3.59195794,-5.4160285,-3.10088298,0
49,408.43072,135.28072,408.070014,134.920014,20.77429,5.93358159,3.62963048,2.30395111,5.56147183,3.21247747,2.34899436,0,5.93358159,3.62963048,-5.56147183,-3.21247747,0
49.5,409.39359,136.24359,409.036365,135.886365,20.77429,5.93663288,3.60287578,2.3337571,5.69418945,3.31685041,2.37733904,0,5.93663288,3.60287578,-5.69418945,-3.31685041,0
50,410.33702,137.18702,409.998839,136.848839,20.77429,6.06359742,3.69991578,2.36368164,5.73382497,3.32122937,2.4125956,0,6.06359742,3.69991578,-5.73382497,-3.32122937,0
50.5,411.30747,138.15747,410.957119,137.807119,20.77429,6.10437444,3.71070814,2.3936663,5.86081004,3.42692223,2.43388781,0,6.10437444,3.71070814,-5.86081004,-3.42692223,0
51,412.26509,139.11509,411.909426,138.759426,20.77429,6.17299578,3.74925309,2.42374269,5.86778748,3.39572364,2.47206384,0,6.17299578,3.74925309,-5.86778748,-3.39572364,0
51.5,413.21643,140.06643,412.859984,139.709984,20.77429,6.20928123,3.75531079,2.45397044,6.06083237,3.5482924,2.51253997,0,6.20928123,3.75531079,-6.06083237,-3.5482924,0
52,414.1735,141.0235,413.804964,140.654964,20.77429,6.3329025,3.8488311,2.4840714,5.77542984,3.25221592,2.52321392,0,6.3329025,3.8488311,-5.77542984,-3.25221592,0
52.5,415.13038,141.98038,414.745285,141.595285,20.77429,6.37012976,3.85570776,2.514422,5.83251686,3.26494812,2.56756874,0,6.37012976,3.85570776,-5.83251686,-3.26494812,0
53,416.07714,142.92714,415.680781,142.530781,20.77429,6.53042016,3.98573865,2.54468151,6.06897652,3.47732148,2.59165504,0,6.53042016,3.98573865,-6.06897652,-3.47732148,0
53.5,417.01782,143.86782,416.608792,143.458792,20.77429,6.53184577,3.95691608,2.57492969,6.02627581,3.40633504,2.61994077,0,6.53184577,3.95691608,-6.02627581,-3.40633504,0
54,417.94112,144.79112,417.53432,144.38432,20.77429,6.64079873,4.03559179,2.60520694,6.13582971,3.47802924,2.65780047,0,6.64079873,4.03559179,-6.13582971,-3.47802924,0
54.5,418.84322,145.69322,418.454293,145.304293,20.77429,6.68755297,4.05192763,2.63562534,6.30640124,3.62427547,2.68212577,0,6.68755297,4.05192763,-6.30640124,-3.62427547,0
55,419.7675,146.6175,419.369884,146.219884,20.77429,6.75150628,4.08537745,2.66612883,6.28877689,3.58031839,2.7084585,0,6.75150628,4.08537745,-6.28877689,-3.58031839,0
55.5,420.70863,147.55863,420.281258,147.131258,20.77429,6.78015343,4.08347706,2.69667637,6.56392705,3.8181001,2.74582695,0,6.78015343,4.08347706,-6.56392705,-3.8181001,0
56,421.61625,148.46625,421.190776,148.040776,20.77429,6.76516528,4.03767681,2.72748847,6.6269084,3.8511368,2.7757716,0,6.76516528,4.03767681,-6.6269084,-3.8511368,0
56.5,422.52808,149.37808,422.100584,148.950584,20.77429,6.87081326,4.11247054,2.75834272,6.36482214,3.53115633,2.83366581,0,6.87081326,4.11247054,-6.36482214,-3.53115633,0
57,423.44356,150.29356,423.005681,149.855681,20.77429,6.95307125,4.16388832,2.78918293,6.40675198,3.57279923,2.83395275,0,6.95307125,4.16388832,-6.40675198,-3.57279923,0
57.5,424.34601,151.19601,423.903357,150.753357,20.77429,6.96622733,4.14621933,2.820008,6.74442652,3.85758938,2.88683714,0,6.96622733,4.14621933,-6.74442652,-3.85758938,0
58,425.24371,152.09371,424.795908,151.645908,20.77429,7.13394373,4.28307003,2.8508737,6.89093403,3.98011968,2.91081435,0,7.13394373,4.28307003,-6.89093403,-3.98011968,0
58.5,426.12176,152.97176,425.684885,152.534885,20.77429,7.13954124,4.25772194,2.8818193,6.87583747,3.94207323,2.93376424,0,7.13954124,4.25772194,-6.87583747,-3.94207323,0
59,427.01018,153.86018,426.57105,153.42105,20.77429,7.24780814,4.33508744,2.9127207,7.00539405,4.04034739,2.96504666,0,7.24780814,4.33508744,-7.00539405,-4.04034739,0
59.5,427.88774,154.73774,427.450472,154.300472,20.77429,7.29923282,4.35542993,2.94380289,6.82903669,3.83369162,2.99534507,0,7.29923282,4.35542993,-6.82903669,-3.83369162,0
60,428.7797,155.6297,428.32737,155.17737,20.77429,7.31482857,4.33991796,2.97491061,7.14378536,4.10863747,3.03514789,0,7.31482857,4.33991796,-7.14378536,-4.10863747,0
60.5,429.66375,156.51375,429.197368,156.047368,20.77429,7.48673211,4.48094151,3.0057906,7.03472199,3.97776531,3.05695668,0,7.48673211,4.48094151,-7.03472199,-3.97776531,0
61,430.5105,157.3605,430.061045,156.911045,20.77429,7.55012406,4.5133339,3.03679016,7.065006,3.97896733,3.08603867,0,7.55012406,4.5133339,-7.065006,-3.97896733,0
61.5,431.37754,158.22754,430.919278,157.769278,20.77429,7.58739509,4.5196986,3.06769649,7.00428321,3.87712879,3.12715442,0,7.58739509,4.5196986,-7.00428321,-3.87712879,0
62,432.26362,159.11362,431.776589,158.626589,20.77429,7.60121615,4.50216954,3.09904661,7.17482205,4.03475932,3.14006273,0,7.60121615,4.50216954,-7.17482205,-4.03475932,0
62.5,433.11067,159.96067,432.632892,159.482892,20.77429,7.66841798,4.5380988,3.13031918,7.53344062,4.34549206,3.18794856,0,7.66841798,4.5380988,-7.53344062,-4.34549206,0
63,433.9725,160.8225,433.481581,160.331581,20.77429,7.79227415,4.63080521,3.16146894,7.44913892,4.22387608,3.22526284,0,7.79227415,4.63080521,-7.44913892,-4.22387608,0
63.5,434.81875,161.66875,434.327663,161.177663,20.77429,7.8341743,4.64150572,3.19266858,7.41618414,4.17924259,3.23694155,0,7.8341743,4.64150572,-7.41618414,-4.17924259,0
64,435.66003,162.51003,435.174449,162.024449,20.77429,7.76056534,4.53634256,3.22422278,7.32267024,4.04831033,3.27435991,0,7.76056534,4.53634256,-7.32267024,-4.04831033,0
64.5,436.51479,163.36479,436.016988,162.866988,20.77429,7.9028997,4.64721126,3.25568844,7.25249588,3.93170959,3.32078629,0,7.9028997,4.64721126,-7.25249588,-3.93170959,0
65,437.3591,164.2091,436.85028,163.70028,20.77429,8.09491958,4.80792348,3.2869961,7.5787923,4.24148015,3.33731215,0,8.09491958,4.80792348,-7.5787923,-4.24148015,0
65.5,438.19839,165.04839,437.680599,164.530599,20.77429,8.04083997,4.72243161,3.31840836,7.84010778,4.45633309,3.38377469,0,8.04083997,4.72243161,-7.84010778,-4.45633309,0
66,438.98858,165.83858,438.503303,165.353303,20.77429,8.18911136,4.83946709,3.34964427,7.54934528,4.14354193,3.40580335,0,8.18911136,4.83946709,-7.54934528,-4.14354193,0
66.5,439.89833,166.74833,439.326275,166.176275,20.77429,8.17434612,4.79308758,3.38125854,7.70507804,4.27310301,3.43197503,0,8.17434612,4.79308758,-7.70507804,-4.27310301,0
67,440.69552,167.54552,440.143053,166.993053,20.77429,8.28591682,4.87329786,3.41261896,7.97478912,4.50871625,3.46607287,0,8.28591682,4.87329786,-7.97478912,-4.50871625,0
67.5,441.45769,168.30769,440.954269,167.804269,20.77429,8.34110612,4.89728552,3.4438206,8.02058246,4.51913956,3.5014429,0,8.34110612,4.89728552,-8.02058246,-4.51913956,0
68,442.25718,169.10718,441.762383,168.612383,20.77429,8.3368969,4.86141882,3.47547808,8.1485759,4.62448659,3.52408931,0,8.3368969,4.86141882,-8.1485759,-4.62448659,0
68.5,443.07517,169.92517,442.566276,169.416276,20.77429,8.39999265,4.89316126,3.50683139,7.92140146,4.36143549,3.55996597,0,8.39999265,4.89316126,-7.92140146,-4.36143549,0
69,443.88854,170.73854,443.372325,170.222325,20.77429,8.47015832,4.93163967,3.53851865,7.9724549,4.37924771,3.59320719,0,8.47015832,4.93163967,-7.9724549,-4.37924771,0
69.5,444.68471,171.53471,444.165113,171.015113,20.77429,8.61673355,5.04693025,3.5698033,8.22938356,4.6048362,3.62454736,0,8.61673355,5.04693025,-8.22938356,-4.6048362,0
70,445.53288,172.38288,444.958563,171.808563,20.77429,8.61575509,5.0143399,3.60141519,8.12931794,4.46560514,3.6637128,0,8.61575509,5.0143399,-8.12931794,-4.46560514,0
70.5,446.30077,173.15077,445.74412,172.59412,20.77429,8.77294944,5.1402985,3.63265094,8.40776808,4.71298541,3.69478267,0,8.77294944,5.1402985,-8.40776808,-4.71298541,0
71,447.04401,173.89401,446.52465,173.37465,20.77429,8.819422,5.15540612,3.66401588,8.58497957,4.86234957,3.72263,0,8.819422,5.15540612,-8.58497957,-4.86234957,0
71.5,447.83552,174.68552,447.300137,174.150137,20.77429,8.91621549,5.22095687,3.69525862,8.27595016,4.52762158,3.74832858,0,8.91621549,5.22095687,-8.27595016,-4.52762158,0
