time_s,T10_K,T10_C,T_heater_avg_K,T_heater_avg_C,Q_in_W,Q_heater_to_air_total_W,Q_heater_to_air_conv_W,Q_heater_to_air_rad_W,Q_air_to_duct_total_W,Q_air_to_duct_conv_W,Q_air_to_duct_rad_W,Q_heater_to_support_W,OF_Q_heater_total_raw_W,OF_Q_heater_conv_raw_W,OF_Q_duct_total_raw_W,OF_Q_duct_conv_raw_W,OF_Q_support_raw_W
72,448.60885,175.45885,448.069837,174.919837,20.77429,8.90195747,5.17535175,3.72660572,8.47526798,4.69472169,3.78054629,0,8.90195747,5.17535175,-8.47526798,-4.69472169,0
72.5,449.35662,176.20662,448.836491,175.686491,20.77429,9.07465256,5.31689834,3.75775422,8.76600922,4.94912924,3.81687998,0,9.07465256,5.31689834,-8.76600922,-4.94912924,0
73,450.12198,176.97198,449.606659,176.456659,20.77429,8.95307262,5.16344657,3.78962605,8.63276948,4.78155024,3.85121924,0,8.95307262,5.16344657,-8.63276948,-4.78155024,0
73.5,450.87166,177.72166,450.369767,177.219767,20.77429,8.9946604,5.17377851,3.82088189,8.79833644,4.91010399,3.88823245,0,8.9946604,5.17377851,-8.79833644,-4.91010399,0
74,451.6196,178.4696,451.131868,177.981868,20.77429,9.0877713,5.23520493,3.85256637,8.88364816,4.97051163,3.91313653,0,9.0877713,5.23520493,-8.88364816,-4.97051163,0
74.5,452.42341,179.27341,451.888858,178.738858,20.77429,9.20982577,5.32579037,3.8840354,8.56876444,4.63942282,3.92934162,0,9.20982577,5.32579037,-8.56876444,-4.63942282,0
75,453.18554,180.03554,452.632699,179.482699,20.77429,9.45493442,5.54007086,3.91486356,8.58746233,4.61869933,3.968763,0,9.45493442,5.54007086,-8.58746233,-4.61869933,0
75.5,453.92671,180.77671,453.372608,180.222608,20.77429,9.3690689,5.42302238,3.94604652,8.99426092,4.98776497,4.00649595,0,9.3690689,5.42302238,-8.99426092,-4.98776497,0
76,454.6472,181.4972,454.110664,180.960664,20.77429,9.48371408,5.50651013,3.97720395,8.94158755,4.88346968,4.05811787,0,9.48371408,5.50651013,-8.94158755,-4.88346968,0
76.5,455.40927,182.25927,454.845325,181.695325,20.77429,9.52869023,5.52029579,4.00839444,8.98075741,4.89606119,4.08469622,0,9.52869023,5.52029579,-8.98075741,-4.89606119,0
77,456.16353,183.01353,455.578744,182.428744,20.77429,9.51422451,5.47453242,4.03969209,9.29365954,5.18939741,4.10426213,0,9.51422451,5.47453242,-9.29365954,-5.18939741,0
77.5,456.90229,183.75229,456.304945,183.154945,20.77429,9.60870022,5.5379065,4.07079372,9.32204279,5.18850384,4.13353895,0,9.60870022,5.5379065,-9.32204279,-5.18850384,0
78,457.61955,184.46955,457.029509,183.879509,20.77429,9.72424276,5.62217563,4.10206713,9.48464063,5.32464719,4.15999344,0,9.72424276,5.62217563,-9.48464063,-5.32464719,0
78.5,458.3482,185.1982,457.749821,184.599821,20.77429,9.71077349,5.57750776,4.13326573,9.60980197,5.41471116,4.19509081,0,9.71077349,5.57750776,-9.60980197,-5.41471116,0
79,459.07247,185.92247,458.470614,185.320614,20.77429,9.71357636,5.54890144,4.16467492,9.30223418,5.0775001,4.22473408,0,9.71357636,5.54890144,-9.30223418,-5.0775001,0
79.5,459.80664,186.65664,459.186989,186.036989,20.77429,9.82914695,5.63334761,4.19579934,9.30627006,5.03899066,4.2672794,0,9.82914695,5.63334761,-9.30627006,-5.03899066,0
80,460.49909,187.34909,459.894682,186.744682,20.77429,9.99807917,5.77127789,4.22680128,9.44400631,5.14828145,4.29572486,0,9.99807917,5.77127789,-9.44400631,-5.14828145,0
80.5,461.2069,188.0569,460.595971,187.445971,20.77429,9.92601108,5.66819104,4.25782004,9.46168912,5.13691755,4.32477157,0,9.92601108,5.66819104,-9.46168912,-5.13691755,0
81,461.93189,188.78189,461.300771,188.150771,20.77429,9.99390876,5.70491164,4.28899712,9.90992683,5.54978767,4.36013916,0,9.99390876,5.70491164,-9.90992683,-5.54978767,0
81.5,462.59868,189.44868,461.999092,188.849092,20.77429,10.1298409,5.80993415,4.31990675,9.51724664,5.12618668,4.39105996,0,10.1298409,5.80993415,-9.51724664,-5.12618668,0
82,463.26879,190.11879,462.692111,189.542111,20.77429,10.096691,5.7457153,4.3509757,9.91347886,5.49871389,4.41476497,0,10.096691,5.7457153,-9.91347886,-5.49871389,0
82.5,463.9514,190.8014,463.382468,190.232468,20.77429,10.2139246,5.83193748,4.38198712,9.91935422,5.46723041,4.45212381,0,10.2139246,5.83193748,-9.91935422,-5.46723041,0
83,464.64802,191.49802,464.072463,190.922463,20.77429,10.1518934,5.73877426,4.41311914,10.2468193,5.7665535,4.4802658,0,10.1518934,5.73877426,-10.2468193,-5.7665535,0
83.5,465.4064,192.2564,464.759598,191.609598,20.77429,10.1875585,5.7432746,4.4442839,9.82611417,5.3050733,4.52104087,0,10.1875585,5.7432746,-9.82611417,-5.3050733,0
84,466.10338,192.95338,465.442667,192.292667,20.77429,10.4074199,5.93210425,4.47531565,9.77849352,5.22798777,4.55050575,0,10.4074199,5.93210425,-9.77849352,-5.22798777,0
84.5,466.7621,193.6121,466.116922,192.966922,20.77429,10.5089072,6.00294639,4.50596081,10.0626066,5.48438967,4.57821693,0,10.5089072,6.00294639,-10.0626066,-5.48438967,0
85,467.39008,194.24008,466.794095,193.644095,20.77429,10.3334324,5.79599686,4.53743554,10.0903707,5.48691344,4.60345726,0,10.3334324,5.79599686,-10.0903707,-5.48691344,0
85.5,468.0817,194.9317,467.464665,194.314665,20.77429,10.4724529,5.90423863,4.56821427,10.0898281,5.47099321,4.61883489,0,10.4724529,5.90423863,-10.0898281,-5.47099321,0
86,468.74414,195.59414,468.127141,194.977141,20.77429,10.7040787,6.10552919,4.59854951,9.60246353,4.93337032,4.66909321,0,10.7040787,6.10552919,-9.60246353,-4.93337032,0
86.5,469.40249,196.25249,468.785726,195.635726,20.77429,10.7151683,6.08603794,4.62913036,10.1667141,5.47409814,4.69261596,0,10.7151683,6.08603794,-10.1667141,-5.47409814,0
87,470.07149,196.92149,469.43914,196.28914,20.77429,10.7294505,6.06965724,4.65979326,9.92421305,5.22187764,4.70233541,0,10.7294505,6.06965724,-9.92421305,-5.22187764,0
87.5,470.72314,197.57314,470.091366,196.941366,20.77429,10.8107808,6.12052424,4.69025656,10.4311022,5.67021908,4.76088312,0,10.8107808,6.12052424,-10.4311022,-5.67021908,0
88,471.36967,198.21967,470.73758,197.58758,20.77429,10.959915,6.23931846,4.72059654,10.471458,5.677731,4.793727,0,10.959915,6.23931846,-10.471458,-5.677731,0
88.5,471.99709,198.84709,471.376562,198.226562,20.77429,10.9963614,6.24558804,4.75077336,10.8779386,6.0481358,4.8298028,0,10.9963614,6.24558804,-10.8779386,-6.0481358,0
89,472.68216,199.53216,472.017456,198.867456,20.77429,10.8998146,6.11848594,4.78132866,10.532737,5.68216655,4.85057045,0,10.8998146,6.11848594,-10.532737,-5.68216655,0
89.5,473.31709,200.16709,472.655602,199.505602,20.77429,10.9701335,6.15848276,4.81165074,10.6048466,5.72173444,4.88311216,0,10.9701335,6.15848276,-10.6048466,-5.72173444,0
90,473.95128,200.80128,473.290913,200.140913,20.77429,11.0666643,6.22453801,4.84212629,10.5591103,5.65652363,4.90258667,0,11.0666643,6.22453801,-10.5591103,-5.65652363,0
90.5,474.56704,201.41704,473.923526,200.773526,20.77429,11.1001642,6.22775654,4.87240766,10.4755564,5.53666165,4.93889475,0,11.1001642,6.22775654,-10.4755564,-5.53666165,0
91,475.17455,202.02455,474.553336,201.403336,20.77429,11.0884273,6.18545814,4.90296916,10.8169698,5.84628148,4.97068832,0,11.0884273,6.18545814,-10.8169698,-5.84628148,0
91.5,475.86113,202.71113,475.179781,202.029781,20.77429,11.2550546,6.32189391,4.93316069,10.9072995,5.90362649,5.00367301,0,11.2550546,6.32189391,-10.9072995,-5.90362649,0
92,476.42668,203.27668,475.801757,202.651757,20.77429,11.2305446,6.26723886,4.96330574,11.1677398,6.12706536,5.04067444,0,11.2305446,6.26723886,-11.1677398,-6.12706536,0
92.5,477.05869,203.90869,476.420416,203.270416,20.77429,11.367094,6.37368925,4.99340475,10.9065833,5.84018488,5.06639842,0,11.367094,6.37368925,-10.9065833,-5.84018488,0
93,477.71508,204.56508,477.02686,203.87686,20.77429,11.5011711,6.47820732,5.02296378,10.6481483,5.56392308,5.08422522,0,11.5011711,6.47820732,-10.6481483,-5.56392308,0
93.5,478.33717,205.18717,477.631963,204.481963,20.77429,11.5297254,6.47687149,5.05285391,11.2919662,6.18632825,5.10563795,0,11.5297254,6.47687149,-11.2919662,-6.18632825,0
94,478.93917,205.78917,478.233211,205.083211,20.77429,11.5257496,6.44319623,5.08255337,11.1388901,5.9789021,5.159988,0,11.5257496,6.44319623,-11.1388901,-5.9789021,0
94.5,479.50887,206.35887,478.832199,205.682199,20.77429,11.724366,6.61232848,5.11203752,10.8711492,5.68244136,5.18870784,0,11.724366,6.61232848,-10.8711492,-5.68244136,0
95,480.1398,206.9898,479.433233,206.283233,20.77429,11.3578229,6.21526005,5.14256285,11.5951671,6.39231098,5.20285612,0,11.3578229,6.21526005,-11.5951671,-6.39231098,0
95.5,480.70376,207.55376,480.033249,206.883249,20.77429,11.7536629,6.58168879,5.17197411,11.2797544,6.03143832,5.24831608,0,11.7536629,6.58168879,-11.2797544,-6.03143832,0
96,481.31917,208.16917,480.62456,207.47456,20.77429,11.6189294,6.41719618,5.20173322,11.62177,6.35237772,5.26939228,0,11.6189294,6.41719618,-11.62177,-6.35237772,0
96.5,481.90265,208.75265,481.213554,208.063554,20.77429,11.8662199,6.63512573,5.23109417,11.2912797,5.98296516,5.30831454,0,11.8662199,6.63512573,-11.2912797,-5.98296516,0
97,482.50192,209.35192,481.788624,208.638624,20.77429,11.9091045,6.6491472,5.2599573,11.3087008,5.97642413,5.33227667,0,11.9091045,6.6491472,-11.3087008,-5.97642413,0
97.5,483.11435,209.96435,482.366587,209.216587,20.77429,11.7309136,6.44134441,5.28956919,11.5522235,6.18441557,5.36780793,0,11.7309136,6.44134441,-11.5522235,-6.18441557,0
98,483.7051,210.5551,482.956463,209.806463,20.77429,11.7483559,6.42865869,5.31969721,11.7339189,6.33794765,5.39597125,0,11.7483559,6.42865869,-11.7339189,-6.33794765,0
98.5,484.26086,211.11086,483.534783,210.384783,20.77429,11.841829,6.4926578,5.3491712,11.2179634,5.79438016,5.42358324,0,11.841829,6.4926578,-11.2179634,-5.79438016,0
99,484.81412,211.66412,484.10553,210.95553,20.77429,11.9394934,6.56128215,5.37821125,11.4701406,5.99323794,5.47690266,0,11.9394934,6.56128215,-11.4701406,-5.99323794,0
99.5,485.37859,212.22859,484.670163,211.520163,20.77429,12.1229999,6.71592018,5.40707972,11.7635064,6.27858006,5.48492634,0,12.1229999,6.71592018,-11.7635064,-6.27858006,0
100,485.9441,212.7941,485.22961,212.07961,20.77429,12.2253533,6.78958692,5.43576638,12.0000718,6.48869284,5.51137896,0,12.2253533,6.78958692,-12.0000718,-6.48869284,0
100.5,486.47188,213.32188,485.78544,212.63544,20.77429,12.2536974,6.7890847,5.4646127,11.5913805,6.06603047,5.52535003,0,12.2536974,6.7890847,-11.5913805,-6.06603047,0
101,487.04635,213.89635,486.339693,213.189693,20.77429,12.2833424,6.78996815,5.49337425,11.8110657,6.22839016,5.58267554,0,12.2833424,6.78996815,-11.8110657,-6.22839016,0
101.5,487.5863,214.4363,486.891176,213.741176,20.77429,12.3412759,6.81916927,5.52210663,11.937498,6.3508142,5.5866838,0,12.3412759,6.81916927,-11.937498,-6.3508142,0
102,488.15301,215.00301,487.440128,214.290128,20.77429,12.3758608,6.825066,5.5507948,11.9703999,6.34800687,5.62239303,0,12.3758608,6.825066,-11.9703999,-6.34800687,0
102.5,488.71266,215.56266,487.97923,214.82923,20.77429,12.5121595,6.93335812,5.57880138,11.9430167,6.2841118,5.6589049,0,12.5121595,6.93335812,-11.9430167,-6.2841118,0
103,489.24746,216.09746,488.517122,215.367122,20.77429,12.5416521,6.93456772,5.60708438,12.5934304,6.91257035,5.68086005,0,12.5416521,6.93456772,-12.5934304,-6.91257035,0
103.5,489.78224,216.63224,489.055871,215.905871,20.77429,12.4714497,6.83559506,5.63585464,12.4021256,6.70225371,5.69987189,0,12.4714497,6.83559506,-12.4021256,-6.70225371,0
104,490.38455,217.23455,489.594388,216.444388,20.77429,12.5668877,6.90266107,5.66422663,12.1326891,6.3872894,5.7453997,0,12.5668877,6.90266107,-12.1326891,-6.3872894,0
104.5,491.00885,217.85885,490.135639,216.985639,20.77429,12.4528871,6.75957979,5.69330731,12.5875133,6.83061531,5.75689799,0,12.4528871,6.75957979,-12.5875133,-6.83061531,0
105,491.51232,218.36232,490.664741,217.514741,20.77429,12.6901494,6.96898632,5.72116308,12.0132064,6.22631213,5.78689427,0,12.6901494,6.96898632,-12.0132064,-6.22631213,0
105.5,492.00484,218.85484,491.187716,218.037716,20.77429,12.7033589,6.95416538,5.74919352,12.1586667,6.31654892,5.84211778,0,12.7033589,6.95416538,-12.1586667,-6.31654892,0
106,492.48452,219.33452,491.708222,218.558222,20.77429,12.9182086,7.1413997,5.7768089,12.0964293,6.25453688,5.84189242,0,12.9182086,7.1413997,-12.0964293,-6.25453688,0
106.5,493.04169,219.89169,492.217028,219.067028,20.77429,12.9111541,7.10702543,5.80412867,12.2451128,6.35573291,5.88937989,0,12.9111541,7.10702543,-12.2451128,-6.35573291,0
107,493.54117,220.39117,492.738627,219.588627,20.77429,12.7513215,6.9185022,5.8328193,12.410597,6.52377726,5.88681974,0,12.7513215,6.9185022,-12.410597,-6.52377726,0
107.5,494.02502,220.87502,493.252028,220.102028,20.77429,12.9356713,7.07542532,5.86024598,12.599498,6.66983577,5.92966223,0,12.9356713,7.07542532,-12.599498,-6.66983577,0
108,494.52722,221.37722,493.76153,220.61153,20.77429,12.9636859,7.07575474,5.88793116,12.4926794,6.5298584,5.962821,0,12.9636859,7.07575474,-12.4926794,-6.5298584,0
108.5,494.98283,221.83283,494.263017,221.113017,20.77429,13.1104495,7.19544477,5.91500473,12.7276505,6.73017458,5.99747592,0,13.1104495,7.19544477,-12.7276505,-6.73017458,0
109,495.52682,222.37682,494.764303,221.614303,20.77429,12.9861873,7.04349716,5.94269014,12.81179,6.80441743,6.00737257,0,12.9861873,7.04349716,-12.81179,-6.80441743,0
109.5,496.03903,222.88903,495.265497,222.115497,20.77429,13.1166615,7.14654037,5.97012113,12.6892951,6.64050447,6.04879063,0,13.1166615,7.14654037,-12.6892951,-6.64050447,0
110,496.55248,223.40248,495.759364,222.609364,20.77429,13.1434218,7.14608595,5.99733585,12.9263311,6.84871155,6.07761955,0,13.1434218,7.14608595,-12.9263311,-6.84871155,0
110.5,497.0438,223.8938,496.251385,223.101385,20.77429,13.3034992,7.27921631,6.02428289,12.6357632,6.51820381,6.11755939,0,13.3034992,7.27921631,-12.6357632,-6.51820381,0
111,497.50384,224.35384,496.737021,223.587021,20.77429,13.234237,7.18315324,6.05108376,12.6910876,6.56257924,6.12850836,0,13.234237,7.18315324,-12.6910876,-6.56257924,0
111.5,498.00795,224.85795,497.223568,224.073568,20.77429,13.3171339,7.23900019,6.07813371,13.1641097,7.01072064,6.15338906,0,13.3171339,7.23900019,-13.1641097,-7.01072064,0
112,498.56228,225.41228,497.712753,224.562753,20.77429,13.3298444,7.22442195,6.10542245,12.7824683,6.60002495,6.18244335,0,13.3298444,7.22442195,-12.7824683,-6.60002495,0
112.5,499.03736,225.88736,498.199373,225.049373,20.77429,13.3645664,7.23194303,6.13262337,12.7117631,6.50602353,6.20573957,0,13.3645664,7.23194303,-12.7117631,-6.50602353,0
113,499.51827,226.36827,498.680782,225.530782,20.77429,13.4040046,7.24444142,6.15956318,12.8570555,6.62387596,6.23317954,0,13.4040046,7.24444142,-12.8570555,-6.62387596,0
113.5,500.04441,226.89441,499.160475,226.010475,20.77429,13.4103889,7.22386044,6.18652846,13.2021723,6.93731136,6.26486094,0,13.4103889,7.22386044,-13.2021723,-6.93731136,0
114,500.47232,227.32232,499.62894,226.47894,20.77429,13.6690002,7.45645521,6.21254499,13.0027542,6.71452562,6.28822858,0,13.6690002,7.45645521,-13.0027542,-6.71452562,0
114.5,500.95113,227.80113,500.098797,226.948797,20.77429,13.4175416,7.17810134,6.23944026,13.0889384,6.75698534,6.33195306,0,13.4175416,7.17810134,-13.0889384,-6.75698534,0
115,501.38766,228.23766,500.571715,227.421715,20.77429,13.4286984,7.16245754,6.26624086,13.2616593,6.90905668,6.35260262,0,13.4286984,7.16245754,-13.2616593,-6.90905668,0
115.5,501.87595,228.72595,501.039765,227.889765,20.77429,13.6529727,7.36034082,6.29263188,13.1249611,6.7599679,6.3649932,0,13.6529727,7.36034082,-13.1249611,-6.7599679,0
116,502.29174,229.14174,501.496586,228.346586,20.77429,13.6161084,7.29753609,6.31857231,12.868126,6.47254999,6.39557601,0,13.6161084,7.29753609,-12.868126,-6.47254999,0
116.5,502.75258,229.60258,501.956822,228.806822,20.77429,13.6200501,7.27512841,6.34492169,13.2959489,6.87191957,6.42402933,0,13.6200501,7.27512841,-13.2959489,-6.87191957,0
117,503.20769,230.05769,502.414167,229.264167,20.77429,13.8260995,7.45523038,6.37086912,13.4236401,6.98839055,6.43524955,0,13.8260995,7.45523038,-13.4236401,-6.98839055,0
117.5,503.65378,230.50378,502.863166,229.713166,20.77429,13.800458,7.40377305,6.39668495,13.3842922,6.89883991,6.48545229,0,13.800458,7.40377305,-13.3842922,-6.89883991,0
118,504.14582,230.99582,503.317958,230.167958,20.77429,13.9032173,7.48032367,6.42289363,13.7854897,7.28833214,6.49715756,0,13.9032173,7.48032367,-13.7854897,-7.28833214,0
118.5,504.55853,231.40853,503.76448,230.61448,20.77429,14.0526508,7.60424755,6.44840325,14.0020097,7.47996294,6.52204676,0,14.0526508,7.60424755,-14.0020097,-7.47996294,0
119,505.02657,231.87657,504.204421,231.054421,20.77429,13.918688,7.44461252,6.47407548,13.4948021,6.94059766,6.55420444,0,13.918688,7.44461252,-13.4948021,-6.94059766,0
119.5,505.46577,232.31577,504.641856,231.491856,20.77429,14.0839855,7.58479777,6.49918773,13.4208927,6.83795867,6.58293403,0,14.0839855,7.58479777,-13.4208927,-6.83795867,0
120,505.97594,232.82594,505.077679,231.927679,20.77429,14.1303446,7.60583633,6.52450827,13.9322007,7.3266846,6.6055161,0,14.1303446,7.60583633,-13.9322007,-7.3266846,0
120.5,506.36948,233.21948,505.50585,232.35585,20.77429,14.1887163,7.63934408,6.54937222,13.4493932,6.81527079,6.63412241,0,14.1887163,7.63934408,-13.4493932,-6.81527079,0
121,506.78593,233.63593,505.926389,232.776389,20.77429,14.3659976,7.79239163,6.57360597,13.7176899,7.05503557,6.66265433,0,14.3659976,7.79239163,-13.7176899,-7.05503557,0
121.5,507.18601,234.03601,506.349087,233.199087,20.77429,14.301902,7.70330847,6.59859353,13.5001606,6.81626373,6.68389687,0,14.301902,7.70330847,-13.5001606,-6.81626373,0
122,507.56686,234.41686,506.774899,233.624899,20.77429,14.1516381,7.52769578,6.62394232,13.7614199,7.04521508,6.71620482,0,14.1516381,7.52769578,-13.7614199,-7.04521508,0
122.5,508.04863,234.89863,507.199849,234.049849,20.77429,14.3001914,7.65133475,6.64885665,14.1587427,7.43834536,6.72039734,0,14.3001914,7.65133475,-14.1587427,-7.43834536,0
123,508.38357,235.23357,507.617165,234.467165,20.77429,14.2781781,7.60467884,6.67349926,14.4352955,7.67769574,6.75759976,0,14.2781781,7.60467884,-14.4352955,-7.67769574,0
123.5,508.81269,235.66269,508.0363,234.8863,20.77429,14.6134994,7.91559561,6.69790379,13.7986004,7.01486794,6.78373246,0,14.6134994,7.91559561,-13.7986004,-7.01486794,0
124,509.22696,236.07696,508.436825,235.286825,20.77429,14.6407571,7.91930295,6.72145415,14.012825,7.22033733,6.79248767,0,14.6407571,7.91930295,-14.012825,-7.22033733,0
124.5,509.58897,236.43897,508.833675,235.683675,20.77429,14.6995861,7.95463746,6.74494864,14.0093197,7.17522455,6.83409515,0,14.6995861,7.95463746,-14.0093197,-7.17522455,0
125,509.99066,236.84066,509.236381,236.086381,20.77429,14.5405181,7.7711884,6.7693297,13.8871857,7.0332342,6.8539515,0,14.5405181,7.7711884,-13.8871857,-7.0332342,0
125.5,510.39469,237.24469,509.634381,236.484381,20.77429,14.7911575,7.99846392,6.79269358,14.1738607,7.30192583,6.87193487,0,14.7911575,7.99846392,-14.1738607,-7.30192583,0
126,510.775,237.625,510.03212,236.88212,20.77429,14.5186214,7.70165735,6.81696405,14.2115282,7.30276509,6.90876311,0,14.5186214,7.70165735,-14.2115282,-7.30276509,0
126.5,511.22676,238.07676,510.431908,237.281908,20.77429,14.7099027,7.86904595,6.84085675,14.4927701,7.55705202,6.93571808,0,14.7099027,7.86904595,-14.4927701,-7.55705202,0
127,511.62546,238.47546,510.8247,237.6747,20.77429,14.7808569,7.91647552,6.86438138,13.892867,6.93743868,6.95542832,0,14.7808569,7.91647552,-13.892867,-6.93743868,0
127.5,512.00257,238.85257,511.212423,238.062423,20.77429,14.7037077,7.81584886,6.88785884,14.0885554,7.11504368,6.97351172,0,14.7037077,7.81584886,-14.0885554,-7.11504368,0
128,512.40919,239.25919,511.60077,238.45077,20.77429,14.8981951,7.98717034,6.91102476,14.745986,7.76156949,6.98441651,0,14.8981951,7.98717034,-14.745986,-7.76156949,0
128.5,512.81663,239.66663,511.993165,238.843165,20.77429,14.6984568,7.76317209,6.93528471,14.4975503,7.47733334,7.02021696,0,14.6984568,7.76317209,-14.4975503,-7.47733334,0
129,513.18361,240.03361,512.371629,239.221629,20.77429,14.9816228,8.02392014,6.95770266,14.3915248,7.35026256,7.04126224,0,14.9816228,8.02392014,-14.3915248,-7.35026256,0
129.5,513.58822,240.43822,512.749945,239.599945,20.77429,15.0178336,8.03703969,6.98079391,14.1005293,7.05924713,7.04128217,0,15.0178336,8.03703969,-14.1005293,-7.05924713,0
130,513.98899,240.83899,513.123363,239.973363,20.77429,14.8943303,7.89066138,7.00366892,14.5237695,7.4289394,7.0948301,0,14.8943303,7.89066138,-14.5237695,-7.4289394,0
130.5,514.37979,241.22979,513.494859,240.344859,20.77429,14.9770727,7.95074278,7.02632992,14.7654721,7.64940025,7.11607185,0,14.9770727,7.95074278,-14.7654721,-7.64940025,0
131,514.77351,241.62351,513.868909,240.718909,20.77429,15.1520476,8.10295126,7.04909634,14.7596983,7.62576732,7.13393098,0,15.1520476,8.10295126,-14.7596983,-7.62576732,0
131.5,515.10325,241.95325,514.236326,241.086326,20.77429,15.1181216,8.04647768,7.07164392,14.6972771,7.53764237,7.15963473,0,15.1181216,8.04647768,-14.6972771,-7.53764237,0
132,515.46046,242.31046,514.599272,241.449272,20.77429,15.2113736,8.11755141,7.09382219,14.8716485,7.69667145,7.17497705,0,15.2113736,8.11755141,-14.8716485,-7.69667145,0
132.5,515.83083,242.68083,514.958668,241.808668,20.77429,15.0863058,7.9701445,7.1161613,14.9498679,7.74107998,7.20878792,0,15.0863058,7.9701445,-14.9498679,-7.74107998,0
133,516.19327,243.04327,515.330567,242.180567,20.77429,15.0159922,7.876456,7.1395362,15.1867672,7.95023939,7.23652781,0,15.0159922,7.876456,-15.1867672,-7.95023939,0
133.5,516.58214,243.43214,515.69229,242.54229,20.77429,15.2576128,8.09621632,7.16139648,14.7431952,7.48236773,7.26082747,0,15.2576128,8.09621632,-14.7431952,-7.48236773,0
134,516.93853,243.78853,516.044546,242.894546,20.77429,15.3812497,8.19820975,7.18303995,14.6920312,7.42398417,7.26804703,0,15.3812497,8.19820975,-14.6920312,-7.42398417,0
134.5,517.27035,244.12035,516.395242,243.245242,20.77429,15.4096435,8.20472684,7.20491666,14.8089645,7.51801558,7.29094892,0,15.4096435,8.20472684,-14.8089645,-7.51801558,0
135,517.64964,244.49964,516.742983,243.592983,20.77429,15.4018952,8.17530133,7.22659387,15.3973348,8.08027857,7.31705623,0,15.4018952,8.17530133,-15.3973348,-8.08027857,0
135.5,517.95859,244.80859,517.093769,243.943769,20.77429,15.4247761,8.17623404,7.24854206,14.9830332,7.65874392,7.32428928,0,15.4247761,8.17623404,-14.9830332,-7.65874392,0
136,518.27731,245.12731,517.445042,244.295042,20.77429,15.3588776,8.08815368,7.27072392,14.861857,7.47408424,7.38777276,0,15.3588776,8.08815368,-14.861857,-7.47408424,0
136.5,518.66215,245.51215,517.788919,244.638919,20.77429,15.5676073,8.27579116,7.29181614,15.1525212,7.77198007,7.38054113,0,15.5676073,8.27579116,-15.1525212,-7.77198007,0
137,519.0149,245.8649,518.130182,244.980182,20.77429,15.5187985,8.20540713,7.31339137,14.8367361,7.43830626,7.39842984,0,15.5187985,8.20540713,-14.8367361,-7.43830626,0
137.5,519.34998,246.19998,518.476022,245.326022,20.77429,15.4980085,8.16278737,7.33522113,15.4722805,8.03825994,7.43402056,0,15.4980085,8.16278737,-15.4722805,-8.03825994,0
138,519.68755,246.53755,518.812234,245.662234,20.77429,15.6428935,8.28660718,7.35628632,15.2657026,7.82389152,7.44181108,0,15.6428935,8.28660718,-15.2657026,-7.82389152,0
138.5,520.00673,246.85673,519.145861,245.995861,20.77429,15.7014991,8.32421449,7.37728461,15.3439109,7.89855485,7.44535605,0,15.7014991,8.32421449,-15.3439109,-7.89855485,0
139,520.36834,247.21834,519.478982,246.328982,20.77429,15.4781795,8.079476,7.3987035,15.4993979,8.01416446,7.48523344,0,15.4781795,8.079476,-15.4993979,-8.01416446,0
139.5,520.68493,247.53493,519.815487,246.665487,20.77429,15.6287776,8.20893584,7.41984176,15.326113,7.81670084,7.50941216,0,15.6287776,8.20893584,-15.326113,-7.81670084,0
140,520.98996,247.83996,520.143746,246.993746,20.77429,15.8041045,8.3637945,7.44031,15.1720344,7.64053287,7.53150153,0,15.8041045,8.3637945,-15.1720344,-7.64053287,0
140.5,521.32554,248.17554,520.474976,247.324976,20.77429,15.6996758,8.23792166,7.46175414,15.4317117,7.88694281,7.54476889,0,15.6996758,8.23792166,-15.4317117,-7.88694281,0
141,521.61869,248.46869,520.804729,247.654729,20.77429,15.7210811,8.23835707,7.48272403,15.1752121,7.60752227,7.56768983,0,15.7210811,8.23835707,-15.1752121,-7.60752227,0
141.5,521.9282,248.7782,521.134173,247.984173,20.77429,15.6748405,8.17093112,7.50390938,15.3820307,7.79033401,7.59169669,0,15.6748405,8.17093112,-15.3820307,-7.79033401,0
142,522.29901,249.14901,521.463046,248.313046,20.77429,15.7544928,8.22943749,7.52505531,15.4658554,7.85060743,7.61524797,0,15.7544928,8.22943749,-15.4658554,-7.85060743,0
142.5,522.67249,249.52249,521.778286,248.628286,20.77429,16.0621351,8.51744106,7.54469404,15.1794858,7.54533894,7.63414686,0,16.0621351,8.51744106,-15.1794858,-7.54533894,0
143,522.94465,249.79465,522.088151,248.938151,20.77429,16.1053626,8.54086759,7.56449501,15.6767647,8.04002506,7.63673964,0,16.1053626,8.54086759,-15.6767647,-8.04002506,0
143.5,523.30814,250.15814,522.395747,249.245747,20.77429,15.9907595,8.4063261,7.5844334,15.4866905,7.81985027,7.66684023,0,15.9907595,8.4063261,-15.4866905,-7.81985027,0
144,523.61395,250.46395,522.706454,249.556454,20.77429,15.9364911,8.33189195,7.60459915,15.3400346,7.64904967,7.69098493,0,15.9364911,8.33189195,-15.3400346,-7.64904967,0
144.5,523.98619,250.83619,523.01626,249.86626,20.77429,16.1563638,8.53204101,7.62432279,15.6310777,7.92398067,7.70709703,0,16.1563638,8.53204101,-15.6310777,-7.92398067,0
145,524.23718,251.08718,523.32207,250.17207,20.77429,16.1302252,8.48605007,7.64417513,15.2597443,7.55251547,7.70722883,0,16.1302252,8.48605007,-15.2597443,-7.55251547,0
