time_s,T10_K,T10_C,T_heater_avg_K,T_heater_avg_C,Q_in_W,Q_heater_to_air_total_W,Q_heater_to_air_conv_W,Q_heater_to_air_rad_W,Q_air_to_duct_total_W,Q_air_to_duct_conv_W,Q_air_to_duct_rad_W,Q_heater_to_support_W,OF_Q_heater_total_raw_W,OF_Q_heater_conv_raw_W,OF_Q_duct_total_raw_W,OF_Q_duct_conv_raw_W,OF_Q_support_raw_W
10,355.4877,82.3377,355.442803,82.292803,49.045,2.66858697,1.69740932,0.97117765,2.07963013,1.0906618,0.98896833,0,2.66858697,1.69740932,-2.07963013,-1.0906618,0
10.5,358.51174,85.36174,358.46006,85.31006,49.045,2.8271114,1.79370633,1.03340507,2.27228903,1.21912047,1.05316856,0,2.8271114,1.79370633,-2.27228903,-1.21912047,0
11,361.52405,88.37405,361.467115,88.317115,49.045,2.98100616,1.88397718,1.09702898,2.40773108,1.29230157,1.11542951,0,2.98100616,1.88397718,-2.40773108,-1.29230157,0
11.5,364.52209,91.37209,364.462748,91.312748,49.045,3.19122834,2.02974589,1.16148245,2.52178885,1.34200516,1.17978369,0,3.19122834,2.02974589,-2.52178885,-1.34200516,0
12,367.50723,94.35723,367.444731,94.294731,49.045,3.36687274,2.13919455,1.22767819,2.59472596,1.34643441,1.24829155,0,3.36687274,2.13919455,-2.59472596,-1.34643441,0
12.5,370.49836,97.34836,370.416801,97.266801,49.045,3.52675555,2.23137758,1.29537797,2.79466137,1.47391411,1.32074726,0,3.52675555,2.23137758,-2.79466137,-1.47391411,0
13,373.4598,100.3098,373.377543,100.227543,49.045,3.70320839,2.33893401,1.36427438,3.15166679,1.76455078,1.38711601,0,3.70320839,2.33893401,-3.15166679,-1.76455078,0
13.5,376.41563,103.26563,376.326299,103.176299,49.045,3.86553042,2.43046477,1.43506565,3.27702525,1.81700351,1.46002174,0,3.86553042,2.43046477,-3.27702525,-1.81700351,0
14,379.35059,106.20059,379.264533,106.114533,49.045,4.10742307,2.60052779,1.50689528,3.42531148,1.89368669,1.53162479,0,4.10742307,2.60052779,-3.42531148,-1.89368669,0
14.5,382.27249,109.12249,382.185322,109.035322,49.045,4.2764737,2.69670414,1.57976956,3.46596799,1.86033713,1.60563086,0,4.2764737,2.69670414,-3.46596799,-1.86033713,0
15,385.20035,112.05035,385.099258,111.949258,49.045,4.4308088,2.77667864,1.65413016,3.81321885,2.12968874,1.68353011,0,4.4308088,2.77667864,-3.81321885,-2.12968874,0
15.5,388.12246,114.97246,388.002133,114.852133,49.045,4.58422316,2.85391794,1.73030522,3.96245093,2.20336552,1.75908541,0,4.58422316,2.85391794,-3.96245093,-2.20336552,0
16,391.00748,117.85748,390.890556,117.740556,49.045,4.82800859,3.02065698,1.80735161,3.89956327,2.05474628,1.84481699,0,4.82800859,3.02065698,-3.89956327,-2.05474628,0
16.5,393.88293,120.73293,393.766364,120.616364,49.045,5.03363904,3.14740913,1.88622991,4.35980463,2.44619288,1.91361175,0,5.03363904,3.14740913,-4.35980463,-2.44619288,0
17,396.75539,123.60539,396.629319,123.479319,49.045,5.1793803,3.21335879,1.96602151,4.53169509,2.53220633,1.99948876,0,5.1793803,3.21335879,-4.53169509,-2.53220633,0
17.5,399.66198,126.51198,399.480653,126.330653,49.045,5.35575424,3.30854227,2.04721197,4.52134139,2.43367757,2.08766382,0,5.35575424,3.30854227,-4.52134139,-2.43367757,0
18,402.52041,129.37041,402.322939,129.172939,49.045,5.48058728,3.34997658,2.1306107,4.90232558,2.73366471,2.16866087,0,5.48058728,3.34997658,-4.90232558,-2.73366471,0
18.5,405.33819,132.18819,405.153017,132.003017,49.045,5.73904314,3.52450748,2.21453566,5.12931993,2.88012881,2.24919112,0,5.73904314,3.52450748,-5.12931993,-2.88012881,0
19,408.13858,134.98858,407.968881,134.818881,49.045,5.89770595,3.59708892,2.30061703,5.20431502,2.85081014,2.35350488,0,5.89770595,3.59708892,-5.20431502,-2.85081014,0
19.5,410.9362,137.7862,410.771492,137.621492,49.045,6.17737889,3.7900491,2.38732979,5.37132221,2.94783502,2.42348719,0,6.17737889,3.7900491,-5.37132221,-2.94783502,0
20,413.73035,140.58035,413.5607,140.4107,49.045,6.33332088,3.85759934,2.47572154,5.50686277,2.98667659,2.52018618,0,6.33332088,3.85759934,-5.50686277,-2.98667659,0
20.5,416.51736,143.36736,416.336125,143.186125,49.045,6.61722294,4.05155582,2.56566712,5.87545285,3.27821978,2.59723307,0,6.61722294,4.05155582,-5.87545285,-3.27821978,0
21,419.2968,146.1468,419.098124,145.948124,49.045,6.71613481,4.05950029,2.65663452,6.09347706,3.39580236,2.6976747,0,6.71613481,4.05950029,-6.09347706,-3.39580236,0
21.5,422.05689,148.90689,421.848807,148.698807,49.045,6.94944617,4.20058612,2.74886005,6.23781525,3.43917923,2.79863602,0,6.94944617,4.20058612,-6.23781525,-3.43917923,0
22,424.82065,151.67065,424.586377,151.436377,49.045,7.09070926,4.24790623,2.84280303,6.51804541,3.62863235,2.88941306,0,7.09070926,4.24790623,-6.51804541,-3.62863235,0
22.5,427.55031,154.40031,427.313852,154.163852,49.045,7.29322862,4.35469749,2.93853113,6.54392844,3.55130781,2.99262063,0,7.29322862,4.35469749,-6.54392844,-3.55130781,0
23,430.2539,157.1039,430.028089,156.878089,49.045,7.48616561,4.45132172,3.03484389,6.72309426,3.63115009,3.09194417,0,7.48616561,4.45132172,-6.72309426,-3.63115009,0
23.5,432.97246,159.82246,432.727205,159.577205,49.045,7.72022529,4.58692791,3.13329738,7.02727072,3.84159895,3.18567177,0,7.72022529,4.58692791,-7.02727072,-3.84159895,0
24,435.67598,162.52598,435.414766,162.264766,49.045,7.95500806,4.72227087,3.23273719,7.38064296,4.10315861,3.27748435,0,7.95500806,4.72227087,-7.38064296,-4.10315861,0
24.5,438.3353,165.1853,438.086256,164.936256,49.045,8.13898786,4.80581939,3.33316847,7.4839657,4.09950724,3.38445846,0,8.13898786,4.80581939,-7.4839657,-4.09950724,0
25,441.01761,167.86761,440.746861,167.596861,49.045,8.20089453,4.7654572,3.43543733,7.48744314,3.98866711,3.49877603,0,8.20089453,4.7654572,-7.48744314,-3.98866711,0
25.5,443.66394,170.51394,443.396067,170.246067,49.045,8.55665466,5.01797338,3.53868128,7.6244216,4.03445874,3.58996286,0,8.55665466,5.01797338,-7.6244216,-4.03445874,0
26,446.30632,173.15632,446.0283,172.8783,49.045,8.71161646,5.06770208,3.64391438,7.92325074,4.22574247,3.69750827,0,8.71161646,5.06770208,-7.92325074,-4.22574247,0
26.5,448.95192,175.80192,448.642491,175.492491,49.045,9.11527227,5.36576878,3.74950349,8.5475612,4.75171562,3.79584558,0,9.11527227,5.36576878,-8.5475612,-4.75171562,0
27,451.57896,178.42896,451.242616,178.092616,49.045,9.18208602,5.32536986,3.85671616,8.55245903,4.63861634,3.91384269,0,9.18208602,5.32536986,-8.55245903,-4.63861634,0
27.5,454.16304,181.01304,453.831137,180.681137,49.045,9.42754868,5.46245824,3.96509044,8.62613028,4.61324779,4.01288249,0,9.42754868,5.46245824,-8.62613028,-4.61324779,0
28,456.71874,183.56874,456.403756,183.253756,49.045,9.6735392,5.59907296,4.07446624,8.82623161,4.69502934,4.13120227,0,9.6735392,5.59907296,-8.82623161,-4.69502934,0
28.5,459.28199,186.13199,458.96221,185.81221,49.045,9.8643214,5.67888614,4.18543526,9.16818028,4.91881569,4.24936459,0,9.8643214,5.67888614,-9.16818028,-4.91881569,0
29,461.8651,188.7151,461.506211,188.356211,49.045,10.0739062,5.77626293,4.29764327,9.49802566,5.13737037,4.36065529,0,10.0739062,5.77626293,-9.49802566,-5.13737037,0
29.5,464.39647,191.24647,464.04122,190.89122,49.045,10.2856601,5.87442923,4.41123087,9.84261853,5.38273947,4.45987906,0,10.2856601,5.87442923,-9.84261853,-5.38273947,0
30,466.92526,193.77526,466.55899,193.40899,49.045,10.5779499,6.05225395,4.52569595,9.43277188,4.8507359,4.58203598,0,10.5779499,6.05225395,-9.43277188,-4.8507359,0
30.5,469.4903,196.3403,469.05772,195.90772,49.045,10.7749537,6.13398467,4.64096903,10.1029904,5.39135362,4.71163678,0,10.7749537,6.13398467,-10.1029904,-5.39135362,0
31,471.97561,198.82561,471.54085,198.39085,49.045,10.9874093,6.22922557,4.75818373,10.5104618,5.69336239,4.81709941,0,10.9874093,6.22922557,-10.5104618,-5.69336239,0
31.5,474.44636,201.29636,474.017883,200.867883,49.045,11.0258105,6.14922154,4.87658896,10.4489962,5.51187604,4.93712016,0,11.0258105,6.14922154,-10.4489962,-5.51187604,0
32,476.90084,203.75084,476.479303,203.329303,49.045,11.4549531,6.45941137,4.99554173,10.3084387,5.23516955,5.07326915,0,11.4549531,6.45941137,-10.3084387,-5.23516955,0
32.5,479.37213,206.22213,478.921412,205.771412,49.045,11.6730613,6.55716573,5.11589557,11.2380318,6.05416492,5.18386688,0,11.6730613,6.55716573,-11.2380318,-6.05416492,0
33,481.81318,208.66318,481.353995,208.203995,49.045,11.7482547,6.51024794,5.23800676,11.4957816,6.19336032,5.30242128,0,11.7482547,6.51024794,-11.4957816,-6.19336032,0
33.5,484.26341,211.11341,483.776955,210.626955,49.045,11.9262563,6.56535948,5.36089682,11.4861363,6.05416525,5.43197105,0,11.9262563,6.56535948,-11.4861363,-6.05416525,0
34,486.66805,213.51805,486.1864,213.0364,49.045,12.2242362,6.73916309,5.48507311,11.7818197,6.20970107,5.57211863,0,12.2242362,6.73916309,-11.7818197,-6.20970107,0
34.5,489.06511,215.91511,488.575543,215.425543,49.045,12.4602885,6.85026225,5.61002625,11.403407,5.70608379,5.69732321,0,12.4602885,6.85026225,-11.403407,-5.70608379,0
35,491.44628,218.29628,490.955223,217.805223,49.045,12.6978677,6.96173573,5.73613197,12.0894212,6.28597453,5.80344667,0,12.6978677,6.96173573,-12.0894212,-6.28597453,0
35.5,493.83775,220.68775,493.313864,220.163864,49.045,12.9486691,7.085425,5.8632441,12.2401057,6.30298639,5.93711931,0,12.9486691,7.085425,-12.2401057,-6.30298639,0
36,496.16874,223.01874,495.652363,222.502363,49.045,13.3799819,7.38927058,5.99071132,12.2386672,6.17511782,6.06354938,0,13.3799819,7.38927058,-12.2386672,-6.17511782,0
36.5,498.47868,225.32868,497.974004,224.824004,49.045,13.6249061,7.5058109,6.1190952,12.6247598,6.44068924,6.18407056,0,13.6249061,7.5058109,-12.6247598,-6.44068924,0
37,500.85957,227.70957,500.273007,227.123007,49.045,13.6466597,7.39856092,6.24809878,12.7077275,6.38198003,6.32574747,0,13.6466597,7.39856092,-12.7077275,-6.38198003,0
37.5,503.17489,230.02489,502.569877,229.419877,49.045,13.9217616,7.54273871,6.37902289,12.8180025,6.36704244,6.45096006,0,13.9217616,7.54273871,-12.8180025,-6.36704244,0
38,505.42551,232.27551,504.854205,231.704205,49.045,14.0035246,7.4927846,6.51074,14.0137195,7.42823668,6.58548282,0,14.0035246,7.4927846,-14.0137195,-7.42823668,0
38.5,507.73024,234.58024,507.128813,233.978813,49.045,14.1316466,7.48695926,6.64468734,13.8862691,7.16611892,6.72015018,0,14.1316466,7.48695926,-13.8862691,-7.16611892,0
39,509.98693,236.83693,509.399791,236.249791,49.045,14.4968049,7.71792484,6.77888006,13.4437638,6.59362311,6.85014069,0,14.4968049,7.71792484,-13.4437638,-6.59362311,0
39.5,512.23008,239.08008,511.636051,238.486051,49.045,14.967018,8.05403823,6.91297977,14.1435713,7.12187767,7.02169363,0,14.967018,8.05403823,-14.1435713,-7.12187767,0
40,514.46493,241.31493,513.856785,240.706785,49.045,14.9386857,7.89063725,7.04804845,14.6471693,7.52670497,7.12046433,0,14.9386857,7.89063725,-14.6471693,-7.52670497,0
40.5,516.6995,243.5495,516.061314,242.911314,49.045,15.3587275,8.17504139,7.18368611,14.6765808,7.39877589,7.27780491,0,15.3587275,8.17504139,-14.6765808,-7.39877589,0
41,518.91861,245.76861,518.249042,245.099042,49.045,15.6429418,8.32285467,7.32008713,14.2109515,6.7740344,7.4369171,0,15.6429418,8.32285467,-14.2109515,-6.7740344,0
41.5,521.16304,248.01304,520.422952,247.272952,49.045,15.7981043,8.34028386,7.45782044,15.0013776,7.43998167,7.56139593,0,15.7981043,8.34028386,-15.0013776,-7.43998167,0
42,523.2516,250.1016,522.583645,249.433645,49.045,15.9697348,8.37367367,7.59606113,15.5635077,7.88648955,7.67701815,0,15.9697348,8.37367367,-15.5635077,-7.88648955,0
42.5,525.38174,252.23174,524.730054,251.580054,49.045,16.2129251,8.47819159,7.73473351,15.2492275,7.41178794,7.83743956,0,16.2129251,8.47819159,-15.2492275,-7.41178794,0
43,527.54476,254.39476,526.859991,253.709991,49.045,16.5684605,8.69419776,7.87426274,15.4385282,7.48084972,7.95767848,0,16.5684605,8.69419776,-15.4385282,-7.48084972,0
43.5,529.64465,256.49465,528.970901,255.820901,49.045,16.8525495,8.83763789,8.01491161,16.4416083,8.32651742,8.11509088,0,16.8525495,8.83763789,-16.4416083,-8.32651742,0
44,531.70978,258.55978,531.070048,257.920048,49.045,16.974448,8.81871149,8.15573651,16.0560497,7.82440436,8.23164534,0,16.974448,8.81871149,-16.0560497,-7.82440436,0
44.5,533.78894,260.63894,533.15584,260.00584,49.045,17.2048658,8.90727995,8.29758585,16.91443,8.52881371,8.38561629,0,17.2048658,8.90727995,-16.91443,-8.52881371,0
45,535.88925,262.73925,535.225277,262.075277,49.045,17.4003227,8.96075985,8.43956285,16.8031369,8.28168303,8.52145387,0,17.4003227,8.96075985,-16.8031369,-8.28168303,0
45.5,537.97211,264.82211,537.281856,264.131856,49.045,17.5627091,8.97956782,8.58314128,16.9963389,8.33206995,8.66426895,0,17.5627091,8.97956782,-16.9963389,-8.33206995,0
46,540.02629,266.87629,539.318568,266.168568,49.045,17.6888261,8.96218238,8.72664372,16.4749161,7.64672328,8.82819282,0,17.6888261,8.96218238,-16.4749161,-7.64672328,0
46.5,542.06753,268.91753,541.351894,268.201894,49.045,18.1322381,9.26108893,8.87114917,17.3214678,8.3668896,8.9545782,0,18.1322381,9.26108893,-17.3214678,-8.3668896,0
47,544.07893,270.92893,543.355331,270.205331,49.045,18.3379898,9.3230887,9.0149011,17.6438995,8.54453982,9.09935968,0,18.3379898,9.3230887,-17.6438995,-8.54453982,0
47.5,546.12296,272.97296,545.351169,272.201169,49.045,18.4838718,9.32342559,9.16044621,17.5032799,8.2627313,9.2405486,0,18.4838718,9.32342559,-17.5032799,-8.2627313,0
48,548.03171,274.88171,547.331897,274.181897,49.045,18.839866,9.53394032,9.30592568,17.7760214,8.3790868,9.3969346,0,18.839866,9.53394032,-17.7760214,-8.3790868,0
48.5,550.00865,276.85865,549.296337,276.146337,49.045,18.9965938,9.54475748,9.45183632,18.1045774,8.56519024,9.53938716,0,18.9965938,9.54475748,-18.1045774,-8.56519024,0
49,551.96663,278.81663,551.238686,278.088686,49.045,19.4183346,9.8208958,9.5974388,18.7179604,9.01313626,9.70482414,0,19.4183346,9.8208958,-18.7179604,-9.01313626,0
49.5,553.827,280.677,553.161485,280.011485,49.045,19.6480127,9.90469564,9.74331706,19.2981291,9.46079497,9.83733413,0,19.6480127,9.90469564,-19.2981291,-9.46079497,0
50,555.7424,282.5924,555.087819,281.937819,49.045,19.4278386,9.53602829,9.89181031,18.7049891,8.70488917,10.00009993,0,19.4278386,9.53602829,-18.7049891,-8.70488917,0
50.5,557.65707,284.50707,556.997729,283.847729,49.045,19.8980233,9.85862615,10.03939715,19.0279544,8.90957366,10.11838074,0,19.8980233,9.85862615,-19.0279544,-8.90957366,0
51,559.6345,286.4845,558.892045,285.742045,49.045,19.9888257,9.80081775,10.18800795,19.2335163,8.94560998,10.28790632,0,19.9888257,9.80081775,-19.2335163,-8.94560998,0
51.5,561.53238,288.38238,560.764357,287.614357,49.045,20.3635614,10.0280409,10.3355205,19.917772,9.47885558,10.43891642,0,20.3635614,10.0280409,-19.917772,-9.47885558,0
52,563.4455,290.2955,562.623754,289.473754,49.045,20.5348331,10.0504629,10.4843702,20.1129364,9.53081213,10.58212427,0,20.5348331,10.0504629,-20.1129364,-9.53081213,0
52.5,565.25158,292.10158,564.462292,291.312292,49.045,20.9514318,10.3192518,10.63218,19.9372309,9.20465646,10.73257444,0,20.9514318,10.3192518,-19.9372309,-9.20465646,0
53,567.01812,293.86812,566.285929,293.135929,49.045,21.0803255,10.2995641,10.7807614,20.5250493,9.65441511,10.87063419,0,21.0803255,10.2995641,-20.5250493,-9.65441511,0
53.5,568.83852,295.68852,568.107373,294.957373,49.045,21.1873424,10.2562786,10.9310638,20.9080682,9.86977069,11.03829751,0,21.1873424,10.2562786,-20.9080682,-9.86977069,0
54,570.67487,297.52487,569.900463,296.750463,49.045,21.6085891,10.5294569,11.0791322,20.4867013,9.30057189,11.18612941,0,21.6085891,10.5294569,-20.4867013,-9.30057189,0
54.5,572.43763,299.28763,571.672663,298.522663,49.045,21.902942,10.6753828,11.2275592,20.9059205,9.57408251,11.33183799,0,21.902942,10.6753828,-20.9059205,-9.57408251,0
55,574.1861,301.0361,573.442915,300.292915,49.045,21.9814955,10.6037554,11.3777401,21.4389042,9.96326673,11.47563747,0,21.9814955,10.6037554,-21.4389042,-9.96326673,0
55.5,575.92877,302.77877,575.196076,302.046076,49.045,22.1788869,10.6517061,11.5271808,21.1753276,9.52448588,11.65084172,0,22.1788869,10.6517061,-21.1753276,-9.52448588,0
56,577.73448,304.58448,576.942469,303.792469,49.045,22.4508449,10.7725802,11.6782647,21.8780306,10.0897862,11.7882444,0,22.4508449,10.7725802,-21.8780306,-10.0897862,0
56.5,579.47567,306.32567,578.653185,305.503185,49.045,22.7034283,10.877195,11.8262333,22.0659851,10.142107,11.9238781,0,22.7034283,10.877195,-22.0659851,-10.142107,0
57,581.21347,308.06347,580.36092,307.21092,49.045,22.8454261,10.869057,11.9763691,22.5880411,10.506053,12.0819881,0,22.8454261,10.869057,-22.5880411,-10.506053,0
57.5,582.90508,309.75508,582.060644,308.910644,49.045,23.062214,10.9355479,12.1266661,21.5731146,9.3195466,12.253568,0,23.062214,10.9355479,-21.5731146,-9.3195466,0
58,584.5967,311.4467,583.730676,310.580676,49.045,23.6080544,11.3329855,12.2750689,22.1824908,9.80670086,12.37578994,0,23.6080544,11.3329855,-22.1824908,-9.80670086,0
58.5,586.32276,313.17276,585.372204,312.222204,49.045,23.8725967,11.4508344,12.4217623,22.5084954,9.98543271,12.52306269,0,23.8725967,11.4508344,-22.5084954,-9.98543271,0
59,588.01999,314.86999,586.998283,313.848283,49.045,24.4081358,11.8393591,12.5687767,23.2017927,10.5192752,12.6825175,0,24.4081358,11.8393591,-23.2017927,-10.5192752,0
59.5,589.70426,316.55426,588.634038,315.484038,49.045,23.689464,10.9683613,12.7211027,23.4107536,10.6222855,12.7884681,0,23.689464,10.9683613,-23.4107536,-10.6222855,0
60,591.30245,318.15245,590.265645,317.115645,49.045,24.3429983,11.4726022,12.8703961,22.9396896,9.96146012,12.97822948,0,24.3429983,11.4726022,-22.9396896,-9.96146012,0
60.5,592.94867,319.79867,591.863554,318.713554,49.045,24.6474525,11.6288716,13.0185809,24.1776533,11.0576193,13.120034,0,24.6474525,11.6288716,-24.1776533,-11.0576193,0
61,594.51346,321.36346,593.453959,320.303959,49.045,24.7605092,11.5927279,13.1677813,23.7086249,10.4192307,13.2893942,0,24.7605092,11.5927279,-23.7086249,-10.4192307,0
61.5,596.06188,322.91188,595.022434,321.872434,49.045,25.2700121,11.9548607,13.3151514,23.6867439,10.2602322,13.4265117,0,25.2700121,11.9548607,-23.6867439,-10.2602322,0
62,597.58419,324.43419,596.561722,323.411722,49.045,25.6602758,12.1991429,13.4611329,24.9362113,11.3616604,13.5745509,0,25.6602758,12.1991429,-24.9362113,-11.3616604,0
62.5,599.06265,325.91265,598.092069,324.942069,49.045,25.6115059,12.0028929,13.608613,24.6728366,10.9577258,13.7151108,0,25.6115059,12.0028929,-24.6728366,-10.9577258,0
63,600.68146,327.53146,599.628347,326.478347,49.045,25.4441588,11.6856405,13.7585183,25.1353053,11.265013,13.8702923,0,25.4441588,11.6856405,-25.1353053,-11.265013,0
63.5,602.21321,329.06321,601.139037,327.989037,49.045,25.9180334,12.0136495,13.9043839,24.8534345,10.8359319,14.0175026,0,25.9180334,12.0136495,-24.8534345,-10.8359319,0
64,603.72042,330.57042,602.644871,329.494871,49.045,26.1328046,12.0801689,14.0526357,24.83292,10.6697103,14.1632097,0,26.1328046,12.0801689,-24.83292,-10.6697103,0
64.5,605.22013,332.07013,604.127048,330.977048,49.045,26.2147203,12.0157905,14.1989298,25.5208145,11.1848667,14.3359478,0,26.2147203,12.0157905,-25.5208145,-11.1848667,0
65,606.58292,333.43292,605.600745,332.450745,49.045,26.3982282,12.0524636,14.3457646,25.4224336,10.9496429,14.4727907,0,26.3982282,12.0524636,-25.4224336,-10.9496429,0
65.5,608.06251,334.91251,607.057428,333.907428,49.045,26.866127,12.3746837,14.4914433,26.5620668,11.9163929,14.6456739,0,26.866127,12.3746837,-26.5620668,-11.9163929,0
66,609.48269,336.33269,608.492017,335.342017,49.045,27.2084075,12.5721973,14.6362102,26.3217672,11.559949,14.7618182,0,27.2084075,12.5721973,-26.3217672,-11.559949,0
66.5,610.94468,337.79468,609.911741,336.761741,49.045,27.2086405,12.4277748,14.7808657,26.2720094,11.3700121,14.9019973,0,27.2086405,12.4277748,-26.2720094,-11.3700121,0
67,612.32425,339.17425,611.311582,338.161582,49.045,27.6599683,12.7363133,14.923655,26.2200744,11.16761,15.0524644,0,27.6599683,12.7363133,-26.2200744,-11.16761,0
67.5,613.64353,340.49353,612.705808,339.555808,49.045,27.7611411,12.693601,15.0675401,26.9627905,11.7818115,15.180979,0,27.7611411,12.693601,-26.9627905,-11.7818115,0
68,615.11501,341.96501,614.083674,340.933674,49.045,27.9417825,12.7313917,15.2103908,27.4324346,12.1004779,15.3319567,0,27.9417825,12.7313917,-27.4324346,-12.1004779,0
68.5,616.41335,343.26335,615.444342,342.294342,49.045,28.0162996,12.6634892,15.3528104,27.5853561,12.1041102,15.4812459,0,28.0162996,12.6634892,-27.5853561,-12.1041102,0
69,617.74406,344.59406,616.809542,343.659542,49.045,28.2617564,12.7649561,15.4968003,27.8361903,12.2191963,15.616994,0,28.2617564,12.7649561,-27.8361903,-12.2191963,0
69.5,619.0341,345.8841,618.15985,345.00985,49.045,28.4442032,12.8037945,15.6404087,27.7036253,11.971256,15.7323693,0,28.4442032,12.8037945,-27.7036253,-11.971256,0
70,620.46951,347.31951,619.48737,346.33737,49.045,28.7862629,13.0054781,15.7807848,27.8083604,11.9088118,15.8995486,0,28.7862629,13.0054781,-27.8083604,-11.9088118,0
70.5,621.71877,348.56877,620.79807,347.64807,49.045,28.9608982,13.0397881,15.9211101,28.069508,12.030086,16.039422,0,28.9608982,13.0397881,-28.069508,-12.030086,0
71,623.15372,350.00372,622.104812,348.954812,49.045,29.0455986,12.9824768,16.0631218,28.8295229,12.6492028,16.1803201,0,29.0455986,12.9824768,-28.8295229,-12.6492028,0
71.5,624.53534,351.38534,623.396017,350.246017,49.045,29.171037,12.9676822,16.2033548,28.3561173,12.036599,16.3195183,0,29.171037,12.9676822,-28.3561173,-12.036599,0
72,625.85959,352.70959,624.680294,351.530294,49.045,29.4342881,13.0904447,16.3438434,28.526116,12.0286024,16.4975136,0,29.4342881,13.0904447,-28.526116,-12.0286024,0
72.5,627.13147,353.98147,625.935003,352.785003,49.045,30.0079809,13.5281556,16.4798253,29.0052916,12.3761451,16.6291465,0,30.0079809,13.5281556,-29.0052916,-12.3761451,0
