time_s,T10_K,T10_C,T_heater_avg_K,T_heater_avg_C,Q_in_W,Q_heater_to_air_total_W,Q_heater_to_air_conv_W,Q_heater_to_air_rad_W,Q_air_to_duct_total_W,Q_air_to_duct_conv_W,Q_air_to_duct_rad_W,Q_heater_to_support_W,OF_Q_heater_total_raw_W,OF_Q_heater_conv_raw_W,OF_Q_duct_total_raw_W,OF_Q_duct_conv_raw_W,OF_Q_support_raw_W
73,628.39785,355.24785,627.183101,354.033101,49.045,29.8003106,13.1809417,16.6193689,28.7663286,12.0106557,16.7556729,0,29.8003106,13.1809417,-28.7663286,-12.0106557,0
73.5,629.66816,356.51816,628.429797,355.279797,49.045,29.8995689,13.1411073,16.7584616,28.9712292,12.0619506,16.9092786,0,29.8995689,13.1411073,-28.9712292,-12.0619506,0
74,630.80411,357.65411,629.672381,356.522381,49.045,30.3333741,13.4359553,16.8974188,29.2100503,12.1347199,17.0753304,0,30.3333741,13.4359553,-29.2100503,-12.1347199,0
74.5,631.93894,358.78894,630.886031,357.736031,49.045,30.8025192,13.7693547,17.0331645,30.8884395,13.7353881,17.1530514,0,30.8025192,13.7693547,-30.8884395,-13.7353881,0
75,633.15711,360.00711,632.075012,358.925012,49.045,30.4055949,13.2371176,17.1684773,29.1207657,11.8153703,17.3053954,0,30.4055949,13.2371176,-29.1207657,-11.8153703,0
75.5,634.35133,361.20133,633.27863,360.12863,49.045,30.3889817,13.081917,17.3070647,30.2431407,12.8015546,17.4415861,0,30.3889817,13.081917,-30.2431407,-12.8015546,0
76,635.57798,362.42798,634.457545,361.307545,49.045,30.8325173,13.3918241,17.4406932,30.4233393,12.8595899,17.5637494,0,30.8325173,13.3918241,-30.4233393,-12.8595899,0
76.5,636.80042,363.65042,635.623223,362.473223,49.045,31.2943352,13.7201754,17.5741598,30.5642636,12.8834891,17.6807745,0,31.2943352,13.7201754,-30.5642636,-12.8834891,0
77,637.99184,364.84184,636.780604,363.630604,49.045,31.019059,13.3098124,17.7092466,30.8637777,13.0180364,17.8457413,0,31.019059,13.3098124,-30.8637777,-13.0180364,0
77.5,639.06218,365.91218,637.918945,364.768945,49.045,31.9210718,14.0812984,17.8397734,30.520009,12.5391793,17.9808297,0,31.9210718,14.0812984,-30.520009,-12.5391793,0
78,640.20214,367.05214,639.047852,365.897852,49.045,31.8976417,13.9250602,17.9725815,30.7076912,12.5412352,18.166456,0,31.8976417,13.9250602,-30.7076912,-12.5412352,0
78.5,641.29289,368.14289,640.160441,367.010441,49.045,32.0531522,13.9497742,18.103378,31.183217,12.9673987,18.2158183,0,32.0531522,13.9497742,-31.183217,-12.9673987,0
79,642.32564,369.17564,641.260245,368.110245,49.045,32.1472622,13.9136575,18.2336047,31.735408,13.3801734,18.3552346,0,32.1472622,13.9136575,-31.735408,-13.3801734,0
79.5,643.41676,370.26676,642.351547,369.201547,49.045,32.3521851,13.9889512,18.3632339,31.9464844,13.485387,18.4610974,0,32.3521851,13.9889512,-31.9464844,-13.485387,0
80,644.55791,371.40791,643.429722,370.279722,49.045,32.81077,14.3199032,18.4908668,31.0782822,12.4379039,18.6403783,0,32.81077,14.3199032,-31.0782822,-12.4379039,0
80.5,645.60861,372.45861,644.497677,371.347677,49.045,32.6815554,14.0616202,18.6199352,31.9758479,13.2310046,18.7448433,0,32.6815554,14.0616202,-31.9758479,-13.2310046,0
81,646.62185,373.47185,645.548975,372.398975,49.045,32.979768,14.2338901,18.7458779,31.8333282,12.9573052,18.876023,0,32.979768,14.2338901,-31.8333282,-12.9573052,0
81.5,647.70539,374.55539,646.587235,373.437235,49.045,32.937015,14.0646655,18.8723495,32.7240749,13.7129363,19.0111386,0,32.937015,14.0646655,-32.7240749,-13.7129363,0
82,648.73248,375.58248,647.630134,374.480134,49.045,33.2005991,14.2008013,18.9997978,32.3305361,13.2125073,19.1180288,0,33.2005991,14.2008013,-32.3305361,-13.2125073,0
82.5,649.75374,376.60374,648.651631,375.501631,49.045,33.3340956,14.209777,19.1243186,31.6630076,12.3315889,19.3314187,0,33.3340956,14.209777,-31.6630076,-12.3315889,0
83,650.77358,377.62358,649.655056,376.505056,49.045,33.5490338,14.3018459,19.2471879,32.3578892,12.9808308,19.3770584,0,33.5490338,14.3018459,-32.3578892,-12.9808308,0
83.5,651.79535,378.64535,650.659513,377.509513,49.045,33.5013756,14.1284916,19.372884,33.8389852,14.3286862,19.510299,0,33.5013756,14.1284916,-33.8389852,-14.3286862,0
84,652.88198,379.73198,651.662201,378.512201,49.045,33.2021064,13.7039309,19.4981755,34.2285418,14.5988061,19.6297357,0,33.2021064,13.7039309,-34.2285418,-14.5988061,0
84.5,653.88583,380.73583,652.66918,379.51918,49.045,33.7582875,14.1348569,19.6234306,32.4924458,12.7325611,19.7598847,0,33.7582875,14.1348569,-32.4924458,-12.7325611,0
85,654.82601,381.67601,653.637722,380.487722,49.045,34.0484174,14.3058196,19.7425978,32.5083612,12.580752,19.9276092,0,34.0484174,14.3058196,-32.5083612,-12.580752,0
85.5,655.76299,382.61299,654.589852,381.439852,49.045,34.2886734,14.4262525,19.8624209,33.7765688,13.7960617,19.9805071,0,34.2886734,14.4262525,-33.7765688,-13.7960617,0
86,656.72335,383.57335,655.524832,382.374832,49.045,34.7995307,14.8202754,19.9792553,34.1593025,14.05366,20.1056425,0,34.7995307,14.8202754,-34.1593025,-14.05366,0
86.5,657.71278,384.56278,656.442302,383.292302,49.045,34.9630455,14.8680517,20.0949938,33.8357158,13.600113,20.2356028,0,34.9630455,14.8680517,-33.8357158,-13.600113,0
87,658.61336,385.46336,657.349296,384.199296,49.045,35.1090479,14.8981607,20.2108872,34.844438,14.5072771,20.3371609,0,35.1090479,14.8981607,-34.844438,-14.5072771,0
87.5,659.50575,386.35575,658.26839,385.11839,49.045,34.8132372,14.4827786,20.3304586,34.1967576,13.7754302,20.4213274,0,34.8132372,14.4827786,-34.1967576,-13.7754302,0
88,660.43364,387.28364,659.181993,386.031993,49.045,35.1512663,14.7041746,20.4470917,34.8584004,14.2900765,20.5683239,0,35.1512663,14.7041746,-34.8584004,-14.2900765,0
88.5,661.30542,388.15542,660.075489,386.925489,49.045,35.321552,14.759612,20.56194,34.3461576,13.6026446,20.743513,0,35.321552,14.759612,-34.3461576,-13.6026446,0
89,662.07235,388.92235,660.953766,387.803766,49.045,35.5571854,14.8822729,20.6749125,34.9164426,14.0978847,20.8185579,0,35.5571854,14.8822729,-34.9164426,-14.0978847,0
89.5,662.9828,389.8328,661.81928,388.66928,49.045,35.4487999,14.6604543,20.7883456,34.8951965,13.9301765,20.96502,0,35.4487999,14.6604543,-34.8951965,-13.9301765,0
90,663.87769,390.72769,662.67878,389.52878,49.045,35.8079534,14.9085606,20.8993928,34.0860326,13.0375902,21.0484424,0,35.8079534,14.9085606,-34.0860326,-13.0375902,0
90.5,664.75992,391.60992,663.524546,390.374546,49.045,36.152007,15.1422051,21.0098019,34.9753258,13.8505966,21.1247292,0,36.152007,15.1422051,-34.9753258,-13.8505966,0
91,665.65955,392.50955,664.360628,391.210628,49.045,36.2824411,15.1625195,21.1199216,36.0035711,14.7497428,21.2538283,0,36.2824411,15.1625195,-36.0035711,-14.7497428,0
91.5,666.52598,393.37598,665.197176,392.047176,49.045,35.9953753,14.7631082,21.2322671,35.9895022,14.6341706,21.3553316,0,35.9953753,14.7631082,-35.9895022,-14.6341706,0
92,667.38936,394.23936,666.028853,392.878853,49.045,36.3044986,14.9627868,21.3417118,35.2024858,13.730732,21.4717538,0,36.3044986,14.9627868,-35.2024858,-13.730732,0
92.5,668.08975,394.93975,666.841271,393.691271,49.045,36.7487774,15.3008776,21.4478998,36.2830135,14.6888775,21.594136,0,36.7487774,15.3008776,-36.2830135,-14.6888775,0
93,668.9021,395.7521,667.640642,394.490642,49.045,36.562049,15.0063896,21.5556594,35.7546143,14.0855645,21.6690498,0,36.562049,15.0063896,-35.7546143,-14.0855645,0
93.5,669.67782,396.52782,668.427879,395.277879,49.045,36.9314759,15.271239,21.6602369,35.9273663,14.1410478,21.7863185,0,36.9314759,15.271239,-35.9273663,-14.1410478,0
94,670.54447,397.39447,669.206627,396.056627,49.045,37.0442174,15.2795402,21.7646772,36.3116305,14.3956692,21.9159613,0,37.0442174,15.2795402,-36.3116305,-14.3956692,0
94.5,671.33744,398.18744,669.986416,396.836416,49.045,37.2264547,15.3562799,21.8701748,37.3514605,15.3521258,21.9993347,0,37.2264547,15.3562799,-37.3514605,-15.3521258,0
95,672.0863,398.9363,670.750782,397.600782,49.045,37.2774578,15.3037923,21.9736655,35.5246482,13.3912084,22.1334398,0,37.2774578,15.3037923,-35.5246482,-13.3912084,0
95.5,672.82439,399.67439,671.509154,398.359154,49.045,37.279052,15.202244,22.076808,36.904913,14.6402238,22.2646892,0,37.279052,15.202244,-36.904913,-14.6402238,0
96,673.65243,400.50243,672.237958,399.087958,49.045,37.7470624,15.5730875,22.1739749,37.2424503,14.864506,22.3779443,0,37.7470624,15.5730875,-37.2424503,-14.864506,0
96.5,674.37115,401.22115,672.974595,399.824595,49.045,37.8333169,15.5577561,22.2755608,36.8024085,14.3970493,22.4053592,0,37.8333169,15.5577561,-36.8024085,-14.3970493,0
97,675.0548,401.9048,673.697986,400.547986,49.045,38.06384,15.6894996,22.3743404,36.5150513,14.0225723,22.492479,0,38.06384,15.6894996,-36.5150513,-14.0225723,0
97.5,675.84461,402.69461,674.400551,401.250551,49.045,37.8364337,15.3657865,22.4706472,38.0515623,15.4266748,22.6248875,0,37.8364337,15.3657865,-38.0515623,-15.4266748,0
98,676.51425,403.36425,675.113716,401.963716,49.045,38.054748,15.4845949,22.5701531,37.3169008,14.6107703,22.7061305,0,38.054748,15.4845949,-37.3169008,-14.6107703,0
98.5,677.22171,404.07171,675.80625,402.65625,49.045,38.4539637,15.789144,22.6648197,37.9425402,15.124682,22.8178582,0,38.4539637,15.789144,-37.9425402,-15.124682,0
99,677.92204,404.77204,676.493843,403.343843,49.045,38.5901696,15.8298653,22.7603043,37.6989309,14.7791581,22.9197728,0,38.5901696,15.8298653,-37.6989309,-14.7791581,0
99.5,678.63053,405.48053,677.176639,404.026639,49.045,38.4326076,15.576375,22.8562326,37.9986905,14.9853877,23.0133028,0,38.4326076,15.576375,-37.9986905,-14.9853877,0
100,679.21242,406.06242,677.833272,404.683272,49.045,38.8966364,15.9512173,22.9454191,37.9825009,14.8652213,23.1172796,0,38.8966364,15.9512173,-37.9825009,-14.8652213,0
100.5,679.89385,406.74385,678.485535,405.335535,49.045,39.0363742,15.9984534,23.0379208,38.1866846,14.9449157,23.2417689,0,39.0363742,15.9984534,-38.1866846,-14.9449157,0
101,680.67779,407.52779,679.151878,406.001878,49.045,39.2022235,16.0702416,23.1319819,38.0812334,14.8309712,23.2502622,0,39.2022235,16.0702416,-38.0812334,-14.8309712,0
101.5,681.20888,408.05888,679.806018,406.656018,49.045,38.8085766,15.5831944,23.2253822,38.9094651,15.5003857,23.4090794,0,38.8085766,15.5831944,-38.9094651,-15.5003857,0
102,681.83393,408.68393,680.446853,407.296853,49.045,39.2016507,15.887367,23.3142837,37.2660009,13.792788,23.4732129,0,39.2016507,15.887367,-37.2660009,-13.792788,0
102.5,682.42897,409.27897,681.07946,407.92946,49.045,39.3463438,15.9427913,23.4035525,39.1824694,15.5917186,23.5907508,0,39.3463438,15.9427913,-39.1824694,-15.5917186,0
103,683.01575,409.86575,681.707687,408.557687,49.045,39.3765957,15.8834653,23.4931304,38.8945679,15.2264485,23.6681194,0,39.3765957,15.8834653,-38.8945679,-15.2264485,0
103.5,683.67168,410.52168,682.329608,409.179608,49.045,39.6459745,16.0643762,23.5815983,39.3090403,15.5641271,23.7449132,0,39.6459745,16.0643762,-39.3090403,-15.5641271,0
104,684.28484,411.13484,682.957429,409.807429,49.045,39.87009,16.1980789,23.6720111,39.1879733,15.3564604,23.8315129,0,39.87009,16.1980789,-39.1879733,-15.3564604,0
104.5,684.95273,411.80273,683.562942,410.412942,49.045,39.4890761,15.7300537,23.7590224,38.5473841,14.585667,23.9617171,0,39.4890761,15.7300537,-38.5473841,-14.585667,0
105,685.44721,412.29721,684.156571,411.006571,49.045,39.8506576,16.0078143,23.8428433,39.110136,15.1190464,23.9910896,0,39.8506576,16.0078143,-39.110136,-15.1190464,0
105.5,685.94973,412.79973,684.728784,411.578784,49.045,40.2744692,16.3506451,23.9238241,38.7202708,14.6347724,24.0854984,0,40.2744692,16.3506451,-38.7202708,-14.6347724,0
106,686.79547,413.64547,685.295883,412.145883,49.045,40.2498361,16.2432602,24.0065759,39.9709426,15.8342565,24.1366861,0,40.2498361,16.2432602,-39.9709426,-15.8342565,0
106.5,687.40187,414.25187,685.871531,412.721531,49.045,39.8963194,15.8048184,24.091501,38.9941239,14.7534387,24.2406852,0,39.8963194,15.8048184,-38.9941239,-14.7534387,0
107,687.84547,414.69547,686.439497,413.289497,49.045,40.46786,16.2957628,24.1720972,39.9698972,15.6389695,24.3309277,0,40.46786,16.2957628,-39.9698972,-15.6389695,0
107.5,688.38217,415.23217,686.977613,413.827613,49.045,40.7156528,16.4665299,24.2491229,40.0939808,15.6996683,24.3943125,0,40.7156528,16.4665299,-40.0939808,-15.6996683,0
108,688.82667,415.67667,687.523851,414.373851,49.045,40.1411503,15.8099853,24.331165,40.2677974,15.721316,24.5464814,0,40.1411503,15.8099853,-40.2677974,-15.721316,0
108.5,689.32481,416.17481,688.080263,414.930263,49.045,40.5934546,16.1817333,24.4117213,40.0242639,15.4236282,24.6006357,0,40.5934546,16.1817333,-40.0242639,-15.4236282,0
109,689.86502,416.71502,688.621228,415.471228,49.045,40.6950463,16.2043343,24.490712,40.1535461,15.5134832,24.6400629,0,40.6950463,16.2043343,-40.1535461,-15.5134832,0
109.5,690.32445,417.17445,689.156683,416.006683,49.045,40.6279042,16.0582161,24.5696881,40.1235891,15.3996661,24.723923,0,40.6279042,16.0582161,-40.1235891,-15.3996661,0
110,690.86911,417.71911,689.676545,416.526545,49.045,41.2526119,16.6087772,24.6438347,39.5178597,14.7059046,24.8119551,0,41.2526119,16.6087772,-39.5178597,-14.7059046,0
110.5,691.36067,418.21067,690.200298,417.050298,49.045,40.5332383,15.8086701,24.7245682,40.5506097,15.6625726,24.8880371,0,40.5332383,15.8086701,-40.5506097,-15.6625726,0
111,691.88597,418.73597,690.721281,417.571281,49.045,41.3251435,16.525887,24.7992565,39.9563178,15.033448,24.9228698,0,41.3251435,16.525887,-39.9563178,-15.033448,0
111.5,692.41351,419.26351,691.220925,418.070925,49.045,41.6167731,16.7447673,24.8720058,40.7333002,15.7258722,25.007428,0,41.6167731,16.7447673,-40.7333002,-15.7258722,0
112,692.9151,419.7651,691.700601,418.550601,49.045,41.7942601,16.8521771,24.942083,39.8281748,14.7354366,25.0927382,0,41.7942601,16.8521771,-39.8281748,-14.7354366,0
112.5,693.38661,420.23661,692.184323,419.034323,49.045,41.4419385,16.4262111,25.0157274,40.4540692,15.298373,25.1556962,0,41.4419385,16.4262111,-40.4540692,-15.298373,0
113,693.98131,420.83131,692.666338,419.516338,49.045,41.6237226,16.536546,25.0871766,40.8125145,15.6158779,25.1966366,0,41.6237226,16.536546,-40.8125145,-15.6158779,0
113.5,694.48927,421.33927,693.146629,419.996629,49.045,41.896815,16.7379768,25.1588382,41.276207,15.9489047,25.3273023,0,41.896815,16.7379768,-41.276207,-15.9489047,0
114,694.91265,421.76265,693.627336,420.477336,49.045,41.4049074,16.1718509,25.2330565,40.5340657,15.1586684,25.3753973,0,41.4049074,16.1718509,-40.5340657,-15.1586684,0
114.5,695.3447,422.1947,694.104853,420.954853,49.045,41.5227864,16.2185444,25.304242,41.4134906,15.9808734,25.4326172,0,41.5227864,16.2185444,-41.4134906,-15.9808734,0
115,695.82969,422.67969,694.579239,421.429239,49.045,41.4712215,16.095423,25.3757985,40.7648412,15.24529,25.5195512,0,41.4712215,16.095423,-40.7648412,-15.24529,0
115.5,696.17955,423.02955,695.028324,421.878324,49.045,42.3878246,16.9484597,25.4393649,40.4171177,14.8239705,25.5931472,0,42.3878246,16.9484597,-40.4171177,-14.8239705,0
116,696.70616,423.55616,695.481764,422.331764,49.045,42.3890143,16.8800323,25.508982,41.7001506,16.0397789,25.6603717,0,42.3890143,16.8800323,-41.7001506,-16.0397789,0
116.5,697.08409,423.93409,695.910123,422.760123,49.045,42.3296144,16.7563568,25.5732576,42.0367278,16.3119854,25.7247424,0,42.3296144,16.7563568,-42.0367278,-16.3119854,0
117,697.58093,424.43093,696.348525,423.198525,49.045,42.2751331,16.6345122,25.6406209,41.6996956,15.9091592,25.7905364,0,42.2751331,16.6345122,-41.6996956,-15.9091592,0
117.5,698.05943,424.90943,696.79227,423.64227,49.045,42.4202827,16.7125145,25.7077682,41.3290535,15.4540238,25.8750297,0,42.4202827,16.7125145,-41.3290535,-15.4540238,0
118,698.48051,425.33051,697.213202,424.063202,49.045,42.6296994,16.8592018,25.7704976,41.9661206,16.0305927,25.9355279,0,42.6296994,16.8592018,-41.9661206,-16.0305927,0
118.5,698.85789,425.70789,697.622858,424.472858,49.045,42.6240033,16.7911987,25.8328046,41.9906335,15.9647551,26.0258784,0,42.6240033,16.7911987,-41.9906335,-15.9647551,0
119,699.40009,426.25009,698.036273,424.886273,49.045,42.191639,16.2933228,25.8983162,42.1655029,16.1383681,26.0271348,0,42.191639,16.2933228,-42.1655029,-16.1383681,0
119.5,699.71529,426.56529,698.440876,425.290876,49.045,43.0076321,17.0501404,25.9574917,41.3778971,15.2817795,26.0961176,0,43.0076321,17.0501404,-41.3778971,-15.2817795,0
120,700.17249,427.02249,698.815396,425.665396,49.045,43.2166487,17.2033703,26.0132784,43.1149809,16.9500493,26.1649316,0,43.2166487,17.2033703,-43.1149809,-16.9500493,0
120.5,700.54373,427.39373,699.206476,426.056476,49.045,42.8262886,16.7506591,26.0756295,42.2137286,15.9690384,26.2446902,0,42.8262886,16.7506591,-42.2137286,-15.9690384,0
121,700.9543,427.8043,699.601408,426.451408,49.045,42.9730748,16.8369952,26.1360796,42.1450969,15.8270898,26.3180071,0,42.9730748,16.8369952,-42.1450969,-15.8270898,0
121.5,701.2891,428.1391,699.982464,426.832464,49.045,43.2420913,17.0485604,26.1935309,42.8210319,16.473395,26.3476369,0,43.2420913,17.0485604,-42.8210319,-16.473395,0
122,701.53703,428.38703,700.370195,427.220195,49.045,43.2719605,17.0179816,26.2539789,42.91706,16.4881599,26.4289001,0,43.2719605,17.0179816,-42.91706,-16.4881599,0
122.5,702.0539,428.9039,700.754769,427.604769,49.045,43.2622305,16.9478461,26.3143844,42.4094942,15.9415577,26.4679365,0,43.2622305,16.9478461,-42.4094942,-15.9415577,0
123,702.39881,429.24881,701.126531,427.976531,49.045,43.3663451,16.9951772,26.3711679,41.6962599,15.1729425,26.5233174,0,43.3663451,16.9951772,-41.6962599,-15.1729425,0
123.5,702.84073,429.69073,701.490291,428.340291,49.045,43.59147,17.1650993,26.4263707,42.4913086,15.9121117,26.5791969,0,43.59147,17.1650993,-42.4913086,-15.9121117,0
124,703.22001,430.07001,701.831596,428.681596,49.045,43.7753644,17.2976772,26.4776872,42.3699465,15.7156208,26.6543257,0,43.7753644,17.2976772,-42.3699465,-15.7156208,0
124.5,703.64483,430.49483,702.183249,429.033249,49.045,43.7011332,17.167675,26.5334582,43.5312215,16.8512102,26.6800113,0,43.7011332,17.167675,-43.5312215,-16.8512102,0
125,703.97831,430.82831,702.518408,429.368408,49.045,43.6679628,17.0824059,26.5855569,43.038907,16.294349,26.744558,0,43.6679628,17.0824059,-43.038907,-16.294349,0
125.5,704.31751,431.16751,702.86082,429.71082,49.045,43.565677,16.9262401,26.6394369,41.7583383,14.9434058,26.8149325,0,43.565677,16.9262401,-41.7583383,-14.9434058,0
126,704.68634,431.53634,703.21091,430.06091,49.045,43.5513827,16.8561314,26.6952513,44.0741947,17.2123593,26.8618354,0,43.5513827,16.8561314,-44.0741947,-17.2123593,0
126.5,704.94227,431.79227,703.530277,430.380277,49.045,43.9124685,17.1694622,26.7430063,42.1628781,15.2495368,26.9133413,0,43.9124685,17.1694622,-42.1628781,-15.2495368,0
127,705.23657,432.08657,703.852038,430.702038,49.045,44.1105254,17.3179456,26.7925798,43.5324398,16.5890844,26.9433554,0,44.1105254,17.3179456,-43.5324398,-16.5890844,0
127.5,705.53996,432.38996,704.159866,431.009866,49.045,44.0696476,17.2287909,26.8408567,42.4695889,15.456945,27.0126439,0,44.0696476,17.2287909,-42.4695889,-15.456945,0
128,705.76103,432.61103,704.48739,431.33739,49.045,43.9186799,17.024908,26.8937719,43.8055807,16.7158819,27.0896988,0,43.9186799,17.024908,-43.8055807,-16.7158819,0
128.5,706.13623,432.98623,704.816456,431.666456,49.045,44.0704018,17.1251509,26.9452509,43.5585569,16.4277692,27.1307877,0,44.0704018,17.1251509,-43.5585569,-16.4277692,0
129,706.41906,433.26906,705.130485,431.980485,49.045,44.0247453,17.0300978,26.9946475,43.1473928,15.9697257,27.1776671,0,44.0247453,17.0300978,-43.1473928,-15.9697257,0
129.5,706.76825,433.61825,705.435764,432.285764,49.045,44.4166015,17.3752017,27.0413998,42.6830563,15.4950872,27.1879691,0,44.4166015,17.3752017,-42.6830563,-15.4950872,0
130,707.16911,434.01911,705.741905,432.591905,49.045,44.3103736,17.2191621,27.0912115,45.0164532,17.7650407,27.2514125,0,44.3103736,17.2191621,-45.0164532,-17.7650407,0
130.5,707.3697,434.2197,706.068141,432.918141,49.045,43.648674,16.5029286,27.1457454,43.1606009,15.8487182,27.3118827,0,43.648674,16.5029286,-43.1606009,-15.8487182,0
131,707.81815,434.66815,706.369947,433.219947,49.045,44.2645196,17.0749499,27.1895697,42.5731854,15.1973805,27.3758049,0,44.2645196,17.0749499,-42.5731854,-15.1973805,0
131.5,708.07692,434.92692,706.647012,433.497012,49.045,44.926889,17.6959209,27.2309681,44.251825,16.9000096,27.3518154,0,44.926889,17.6959209,-44.251825,-16.9000096,0
132,708.34083,435.19083,706.940862,433.790862,49.045,44.1658545,16.8840371,27.2818174,43.8841241,16.4546091,27.429515,0,44.1658545,16.8840371,-43.8841241,-16.4546091,0
132.5,708.61052,435.46052,707.257625,434.107625,49.045,44.2825797,16.9499469,27.3326328,43.6869332,16.22073,27.4662032,0,44.2825797,16.9499469,-43.6869332,-16.22073,0
133,708.85438,435.70438,707.550536,434.400536,49.045,44.7184504,17.3417218,27.3767286,44.1677172,16.6356461,27.5320711,0,44.7184504,17.3417218,-44.1677172,-16.6356461,0
133.5,709.17535,436.02535,707.834566,434.684566,49.045,44.7204197,17.298937,27.4214827,44.229221,16.6689118,27.5603092,0,44.7204197,17.298937,-44.229221,-16.6689118,0
134,709.49195,436.34195,708.119933,434.969933,49.045,44.5797851,17.1119185,27.4678666,43.6680391,16.0117936,27.6562455,0,44.5797851,17.1119185,-43.6680391,-16.0117936,0
134.5,709.75846,436.60846,708.389395,435.239395,49.045,44.7669478,17.2572279,27.5097199,43.7663215,16.0622558,27.7040657,0,44.7669478,17.2572279,-43.7663215,-16.0622558,0
135,710.04787,436.89787,708.663159,435.513159,49.045,44.7779437,17.2238695,27.5540742,44.4420124,16.7288119,27.7132005,0,44.7779437,17.2238695,-44.4420124,-16.7288119,0
135.5,710.20767,437.05767,708.92272,435.77272,49.045,44.7269286,17.1315115,27.5954171,44.2023037,16.4496967,27.752607,0,44.7269286,17.1315115,-44.2023037,-16.4496967,0
136,710.3967,437.2467,709.194716,436.044716,49.045,44.8792565,17.2401946,27.6390619,43.6978196,15.8575808,27.8402388,0,44.8792565,17.2401946,-43.6978196,-15.8575808,0
136.5,710.71116,437.56116,709.451851,436.301851,49.045,44.929375,17.2497372,27.6796378,44.7952285,16.9729515,27.822277,0,44.929375,17.2497372,-44.7952285,-16.9729515,0
137,710.80046,437.65046,709.716769,436.566769,49.045,45.0460895,17.32372,27.7223695,44.5647594,16.7239331,27.8408263,0,45.0460895,17.32372,-44.5647594,-16.7239331,0
137.5,711.11281,437.96281,709.969366,436.819366,49.045,44.9470047,17.1842019,27.7628028,44.2661523,16.3652893,27.900863,0,44.9470047,17.1842019,-44.2661523,-16.3652893,0
138,711.52081,438.37081,710.224676,437.074676,49.045,45.1920231,17.388669,27.8033541,44.2645899,16.3279299,27.93666,0,45.1920231,17.388669,-44.2645899,-16.3279299,0
138.5,711.87992,438.72992,710.46986,437.31986,49.045,44.9628212,17.1191414,27.8436798,44.2519282,16.264774,27.9871542,0,44.9628212,17.1191414,-44.2519282,-16.264774,0
139,712.13938,438.98938,710.6959,437.5459,49.045,45.8009884,17.9250986,27.8758898,44.0322083,15.9969624,28.0352459,0,45.8009884,17.9250986,-44.0322083,-15.9969624,0
139.5,712.45074,439.30074,710.924483,437.774483,49.045,45.6371252,17.7224559,27.9146693,44.3202124,16.2397531,28.0804593,0,45.6371252,17.7224559,-44.3202124,-16.2397531,0
140,712.59605,439.44605,711.161642,438.011642,49.045,45.387992,17.4341051,27.9538869,43.5486175,15.4289427,28.1196748,0,45.387992,17.4341051,-43.5486175,-15.4289427,0
140.5,712.76335,439.61335,711.388322,438.238322,49.045,45.5549009,17.5654426,27.9894583,45.045028,16.8773144,28.1677136,0,45.5549009,17.5654426,-45.045028,-16.8773144,0
141,712.93333,439.78333,711.615166,438.465166,49.045,45.5693811,17.5433557,28.0260254,45.0829655,16.9061502,28.1768153,0,45.5693811,17.5433557,-45.0829655,-16.9061502,0
141.5,713.17906,440.02906,711.84299,438.69299,49.045,45.619059,17.5556783,28.0633807,45.0854711,16.8682257,28.2172454,0,45.619059,17.5556783,-45.0854711,-16.8682257,0
142,713.47733,440.32733,712.071611,438.921611,49.045,45.516387,17.4145135,28.1018735,45.6308571,17.3784138,28.2524433,0,45.516387,17.4145135,-45.6308571,-17.3784138,0
142.5,713.72949,440.57949,712.289014,439.139014,49.045,46.112274,17.9783456,28.1339284,43.716875,15.4067988,28.3100762,0,46.112274,17.9783456,-43.716875,-15.4067988,0
143,713.80031,440.65031,712.505414,439.355414,49.045,45.7420741,17.5713041,28.17077,44.3092287,15.9555384,28.3536903,0,45.7420741,17.5713041,-44.3092287,-15.9555384,0
143.5,714.02949,440.87949,712.713182,439.563182,49.045,45.6627729,17.4587073,28.2040656,44.8298339,16.4696954,28.3601385,0,45.6627729,17.4587073,-44.8298339,-16.4696954,0
144,714.26765,441.11765,712.930585,439.780585,49.045,45.8039158,17.5635324,28.2403834,44.8875173,16.474518,28.4129993,0,45.8039158,17.5635324,-44.8875173,-16.474518,0
144.5,714.45721,441.30721,713.147673,439.997673,49.045,46.0581761,17.7829359,28.2752402,45.9931766,17.5758361,28.4173405,0,46.0581761,17.7829359,-45.9931766,-17.5758361,0
145,714.81686,441.66686,713.358325,440.208325,49.045,45.5052714,17.1937817,28.3114897,44.8571045,16.3924587,28.4646458,0,45.5052714,17.1937817,-44.8571045,-16.3924587,0
145.5,714.96785,441.81785,713.543351,440.393351,49.045,46.6797718,18.3435474,28.3362244,45.1187939,16.6344019,28.484392,0,46.6797718,18.3435474,-45.1187939,-16.6344019,0
146,715.16815,442.01815,713.72061,440.57061,49.045,45.8904518,17.5222507,28.3682011,45.7143429,17.1958436,28.5184993,0,45.8904518,17.5222507,-45.7143429,-17.1958436,0
146.5,715.39043,442.24043,713.915907,440.765907,49.045,46.1853598,17.7859245,28.3994353,44.6337955,16.0459797,28.5878158,0,46.1853598,17.7859245,-44.6337955,-16.0459797,0
147,715.66865,442.51865,714.131861,440.981861,49.045,45.9103116,17.4732054,28.4371062,45.3488128,16.6928245,28.6559883,0,45.9103116,17.4732054,-45.3488128,-16.6928245,0
